file_path,original_artist_guess,original_title_guess,suggested_artist,suggested_title,was_reversed,confidence_score,recommended_action,search_evidence_summary,top_result_urls
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Young Hearts Run Free by Candi Staton.mp3,Candi Staton,Young Hearts Run Free,Candi Staton,Young Hearts Run Free,false,0.912,RENAME,MB: Candi Staton - Young Hearts Run Free (api_score=76),https://musicbrainz.org/recording/76b8917c-1986-4cd3-b667-e603b46d7b27; https://musicbrainz.org/recording/f95314e7-b4c6-4b7f-af10-2835bdc8575a; https://musicbrainz.org/recording/b6963544-b39a-4183-87ee-5977735a731b
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,＂But You Like Country Music＂,Lyric Video Sunny Sweeney and Brennen Leigh,ReoNa,テディ [Music Video & Lyric Video],false,0.15,HOLD,MB: ReoNa - テディ [Music Video & Lyric Video] (api_score=100),https://musicbrainz.org/recording/6952563d-11cf-44a7-949f-b9839e150bee; https://musicbrainz.org/recording/e3380182-a24f-47fb-bf96-4c5ce9ed21d8; https://musicbrainz.org/recording/fa637c03-4968-4da0-85f7-31aaa1526d41
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\2112： Overture ⧸ The Temples Of Syrinx ⧸ Discovery ⧸ Presentation ⧸ Oracle： The Dream ⧸ So....mp3,2112： Overture,⧸ the Temples of Syrinx ⧸ Discovery ⧸ Presentation ⧸ Oracle： the Dream ⧸ So...,Hutpferdemänner,So Weh! ⧸ Untitled,false,0.051,HOLD,MB: Hutpferdemänner - So Weh! ⧸ Untitled (api_score=94),https://musicbrainz.org/recording/766eccd6-bed6-45bb-9ba1-bb8f53169e31; https://musicbrainz.org/recording/0ca1fd96-4b6a-490c-a8f9-0e22390c9877; https://musicbrainz.org/recording/ff7212a5-9143-42cd-99ee-674939ce0b99
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\60 seconds assassin Lyric on screen.mp3,60 Seconds,Assassin Lyric on Screen,Best Kissers in the World,60 Seconds,true,0.57,VERIFY,MB: Best Kissers in the World - 60 Seconds (api_score=95); REVERSED from original split,https://musicbrainz.org/recording/5e5857bb-6816-41da-8307-80b7ab29c92f; https://musicbrainz.org/recording/51668ccf-b3e9-468f-88d0-c44a9daf8b88; https://musicbrainz.org/recording/76a0b4a9-bc94-4ac6-91ed-05c205262049
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\8ball & MJG Just Like Candy.mp3,8ball &,Mjg Just Like Candy,8Ball & MJG,Just Like Candy,false,0.562,VERIFY,MB: 8Ball & MJG - Just Like Candy (api_score=75),https://musicbrainz.org/recording/59bad570-5a24-4add-bac7-9e32cf36b4b2; https://musicbrainz.org/recording/18d77cbf-f51f-44f1-8536-1e13461cf7f0; https://musicbrainz.org/recording/57b2851f-fd8c-4fb3-acdf-f04867a5532d
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\8BALL& MJG FRIEND OR FOE FT. E-40, MAC MALL,& BIG MIKE.mp3",8ball& Mjg,"Friend or Foe ft. E-40, Mac Mall,& Big Mike",Adam Ant,Friend or Foe,false,0.18,HOLD,MB: Adam Ant - Friend or Foe (api_score=100),https://musicbrainz.org/recording/4a277714-6840-4680-8186-e6174dffe695; https://musicbrainz.org/recording/7dcd7027-d16d-4d40-b371-a2db2a595dbe; https://musicbrainz.org/recording/96dc6a56-20ef-483a-ae38-27a5fca9c284
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\A Change of Seasons - The Crimson Sunrise ⧸ Innocence ⧸ Carpe Diem ⧸ The Darkest of Winters ⧸....mp3,A Change of Seasons,The Crimson Sunrise ⧸ Innocence ⧸ Carpe Diem ⧸ the Darkest of Winters ⧸...,Rick Wakeman,The Microcosm Suite: A. The Sun ⧸ B. Callhinor ⧸ C. Egoniaga ⧸ D. Quiggin ⧸ E. Bodor ⧸ F. Healey‐Kae ⧸ G. Quida ⧸ H. Kalum Koll,true,0.025,HOLD,MB: Rick Wakeman - The Microcosm Suite: A. The Sun ⧸ B. Callhinor ⧸ C. Egoniaga ⧸ D. Quiggin ⧸ E. Bodor ⧸ F. Healey‐Kae ⧸ G. Quida ⧸ H. Kalum Koll (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/766eccd6-bed6-45bb-9ba1-bb8f53169e31; https://musicbrainz.org/recording/0ca1fd96-4b6a-490c-a8f9-0e22390c9877; https://musicbrainz.org/recording/ff7212a5-9143-42cd-99ee-674939ce0b99
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Roller Skating Jam Named ＂Saturdays＂.mp3,A Roller,Skating Jam Named,De La Soul,"A Roller Skating Jam Named ""Saturdays""",false,0.3,HOLD,"MB: De La Soul - A Roller Skating Jam Named ""Saturdays"" (api_score=100)",https://musicbrainz.org/recording/6b1f85ab-a3ac-4d0b-8250-722da58abce8; https://musicbrainz.org/recording/406d9173-9b50-45fe-8f9f-fb2134283dbe; https://musicbrainz.org/recording/10cdabe9-d013-476d-89d8-c0c8d011f74e
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Adrenaline Rush.mp3,Adrenaline Rush,,Arise,Adrenaline Rush,true,0.6,VERIFY,MB: Arise - Adrenaline Rush (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/b7e8d77a-12fa-4587-820d-692a7802c1cc; https://musicbrainz.org/recording/d6a44854-9241-46aa-bcaf-39ff69451649; https://musicbrainz.org/recording/6f989999-352c-465a-93a7-5f05cbba54de
C:\Users\suppo\Downloads\New Music\Top1000_Club\Aero Chord feat. DDARK - Shootin Stars ｜ Trap ｜ NCS - Copyright Free Music.mp3,Aero Chord Feat. Ddark,Shootin Stars ｜ Trap ｜ Ncs - Copyright Free Music,Aero Chord feat. DDark,Shootin Stars,false,0.602,VERIFY,MB: Aero Chord feat. DDark - Shootin Stars (api_score=78),https://musicbrainz.org/recording/340e9f79-23db-4032-a2c9-33696d0fb15a; https://musicbrainz.org/recording/8eb310f2-f15e-41a3-98d7-415085abdb7b; https://musicbrainz.org/recording/1099d486-21b4-42c8-a5af-97510e1c8c56
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Aint No Stopping Us Now Mcfadden and Whitehead.mp3,Aint No,Stopping Us Now Mcfadden and Whitehead,McFadden & Whitehead,Aint No Stopping Us Now,true,0.44,HOLD,MB: McFadden & Whitehead - Aint No Stopping Us Now (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/bfa0a56c-1f56-4818-8125-990eab7f2666; https://musicbrainz.org/recording/cef1e64a-381e-4ca6-80d6-b03b72249cd4; https://musicbrainz.org/recording/6cd1c74c-80a7-4226-a30f-f13ad94ed872
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson - ＂Its Time You Learned About Goodbye＂.mp3,Alan Jackson -,,Alan Jackson,It’s Time You Learned About Good-Bye,false,0.6,VERIFY,MB: Alan Jackson - It’s Time You Learned About Good-Bye (api_score=100),https://musicbrainz.org/recording/93fb0817-7202-4db8-a2f9-710bbbc2e534; https://musicbrainz.org/recording/b2e9a89e-943f-4bc5-bc9c-4d9192969826; https://musicbrainz.org/recording/354dd465-84d9-402c-a712-688f7be2c609
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Anywhere On Earth You Are.mp3,Alan Jackson,Anywhere on Earth You Are,Alan Jackson,Anywhere on Earth You Are,false,1.0,RENAME,MB: Alan Jackson - Anywhere on Earth You Are (api_score=100),https://musicbrainz.org/recording/395c3c2f-ab2e-4a59-8348-4e93a145b4e9; https://musicbrainz.org/recording/e7cdcbf8-0316-4293-a3fb-4701518d3ee5; https://musicbrainz.org/recording/d8995114-e072-489b-b9ac-cbe8bea11bef
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Knew All Along.mp3,Alan Jackson,Knew All Along,Alan Jackson,Knew All Along,false,1.0,RENAME,MB: Alan Jackson - Knew All Along (api_score=100),https://musicbrainz.org/recording/0303b2fe-205b-4434-8245-e4ee54b5b9c4; https://musicbrainz.org/recording/3876051b-157b-4c77-8a5c-5eea8199cd26; https://musicbrainz.org/recording/c224a7a5-60b8-4bc0-a821-3e2bb3ec81a0
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Albert Collins Ice Pick.mp3,Albert Collins,Ice Pick,Albert Collins,Ice Pick,false,1.0,RENAME,MB: Albert Collins - Ice Pick (api_score=92),https://musicbrainz.org/recording/aa35b5e7-e244-4ddc-add2-dc1f58633cc9; https://musicbrainz.org/recording/92a1491d-02ec-4454-8891-635d80ab5644; https://musicbrainz.org/recording/a60c45a6-0fd6-4c10-950f-5611d51a97ce
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\All Eyez On Me.mp3,All Eyez,On Me,Vitamin String Quartet,All Eyez on Me,false,0.3,HOLD,MB: Vitamin String Quartet - All Eyez on Me (api_score=100),https://musicbrainz.org/recording/56a6b3c8-ba4c-49c3-8699-3b12bbccad43; https://musicbrainz.org/recording/83a220ae-3559-4a9b-a9d6-5e11ac369ad2; https://musicbrainz.org/recording/65791950-bf36-4247-9160-9d5e8ac3d6a8
C:\Users\suppo\Downloads\New Music\Top1000_Country\Amarillo By Morning.mp3,Amarillo by Morning,,5591,Amarillo by Morning,true,0.6,VERIFY,MB: 5591 - Amarillo by Morning (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/c5b6d120-4d68-46f5-91f7-147b487d5bc3; https://musicbrainz.org/recording/4b8ad63a-dd1b-4282-9044-e2dfb4ad7f3e; https://musicbrainz.org/recording/a4e0b4e7-ef4b-40d0-9dd5-073e2e013e81
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Among The Living-Anthrax.mp3,Among the Living-anthrax,,North Side Kings,Among The Living (Anthrax Cover),true,0.48,HOLD,MB: North Side Kings - Among The Living (Anthrax Cover) (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/703d13b6-eebd-4a8a-895f-e9e183823d20; https://musicbrainz.org/recording/37c69e53-8951-4232-81d1-ebd1bd2fa15d; https://musicbrainz.org/recording/baf6a27e-bbd0-45e2-b268-509520ec10ac
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Annihilator Alison Hell (Remastered Version).mp3,Annihilator Alison Hell,,Black Cap Miner,Alison Hell (Annihilator cover),true,0.45,HOLD,MB: Black Cap Miner - Alison Hell (Annihilator cover) (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/31877aa3-20cb-4191-ba77-d74e735311c2; https://musicbrainz.org/recording/6072d6f3-c2e9-426b-967b-8f8827ea603a; https://musicbrainz.org/recording/63b0ea8b-dc3c-4020-b0e3-fbbcf43d1e27
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ante Up Remix.mp3,Ante up Remix,,"M.O.P. Feat Busta Rhymes, Remy Martin & Teflon",Ante Up (remix),true,0.6,VERIFY,"MB: M.O.P. Feat Busta Rhymes, Remy Martin & Teflon - Ante Up (remix) (api_score=100); REVERSED from original split",https://musicbrainz.org/recording/2ae9d89e-10b8-47d6-9f25-b9e5f28b5a8f; https://musicbrainz.org/recording/95ff2e61-0034-431b-aa6c-bb7f861d23c4; https://musicbrainz.org/recording/37b96ede-ffd4-4ef8-b9ff-93eefe214e01
C:\Users\suppo\Downloads\New Music\Top1000\ARDN RUNNER UP.mp3,Ardn Runner Up,,Above the Altar,Runner-Up,true,0.4,HOLD,MB: Above the Altar - Runner-Up (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/203d7ca4-5c36-4dcd-bae6-2297924068bd; https://musicbrainz.org/recording/fc638822-fdc5-4c6d-86a9-90344c0225b1; https://musicbrainz.org/recording/34117de0-5a7c-44f5-8091-543857cae42f
"C:\Users\suppo\Downloads\New Music\Top1000\Arijit Singh： Pachtaoge ｜ Vicky Kaushal, Nora Fatehi ｜Jaani, B Praak, Arvindr Khaira ｜ Bhushan Kumar.mp3",Arijit Singh：,"Pachtaoge ｜ Vicky Kaushal, Nora Fatehi ｜jaani, B Praak, Arvindr Khaira ｜ Bhushan Kum",,,false,0.1,HOLD,Compilation/playlist filename — cannot resolve to single track,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Arise.mp3,Arise,,The Porter's Gate & Taylor Leonhardt,"Arise, Arise, Arise",true,0.6,VERIFY,"MB: The Porter's Gate & Taylor Leonhardt - Arise, Arise, Arise (api_score=100); REVERSED from original split",https://musicbrainz.org/recording/93a4df47-f279-4bb0-931c-392c14c0129c; https://musicbrainz.org/recording/c18d89d9-8fbb-434a-bce2-9cd38bbfbe07; https://musicbrainz.org/recording/eac01853-194a-4aca-8a1b-4c21ede20234
"C:\Users\suppo\Downloads\New Music\Top1000\AronChupa, Little Sis Nora - Im an Albatraoz ｜ OFFICIAL VIDEO.mp3","Aronchupa, Little Sis Nora",Im an Albatraoz ｜ Official Video,AronChupa & Little Sis Nora,I’m an Albatraoz (sped up version),false,0.655,VERIFY,MB: AronChupa & Little Sis Nora - I’m an Albatraoz (sped up version) (api_score=91),https://musicbrainz.org/recording/c753e400-f50f-4df8-a041-2e09b6ffcfd0; https://musicbrainz.org/recording/0841daee-29c2-49f9-84a7-32b7416a7c7e; https://musicbrainz.org/recording/0c6594f3-cbe9-46af-a2cf-053bc1362ffd
C:\Users\suppo\Downloads\New Music\Top1000_Club\Avicii Levels Skrillex Remix.mp3,Avicii Levels,Skrillex Remix,Avicii,Levels (Skrillex remix),false,0.7,VERIFY,MB: Avicii - Levels (Skrillex remix) (api_score=100),https://musicbrainz.org/recording/0a9cc739-424c-4fd8-9288-4114879e5e4c; https://musicbrainz.org/recording/f2bf0f4d-0cbe-4d30-a6cd-d85005bed810; https://musicbrainz.org/recording/2e6b76d2-283b-47be-a31c-fda395e6d0a9
C:\Users\suppo\Downloads\New Music\Top1000_Blues\B. B. King - The Thrill Is Gone ｜ Stages.mp3,B. B. King,The Thrill is Gone ｜ Stages,B.B. King,The Thrill Is Gone - B. B. King,false,0.943,RENAME,MB: B.B. King - The Thrill Is Gone - B. B. King (api_score=100),https://musicbrainz.org/recording/7fa5f072-4cd8-47e6-98ee-fe09e5e687d7; https://musicbrainz.org/recording/b1af935b-d621-4b3f-a62c-69e4c7d691ef; https://musicbrainz.org/recording/56de4f21-a569-4f6e-99b6-51be613b6196
C:\Users\suppo\Downloads\New Music\Top1000\Baby 9eno ＂ Free B.G. ＂ @tntshotit.mp3,Baby 9eno @tntshotit,,Baby 9eno @tntshotit,,false,0.15,HOLD,No sufficiently matching MB results,https://musicbrainz.org/recording/128c0a63-725c-4322-81bf-96c8060740c5; https://musicbrainz.org/recording/1502e486-8ecb-4b91-a8eb-d39420657f9b; https://musicbrainz.org/recording/be120cc1-191e-4662-bc70-01b40047572f
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Bach, Air.mp3","Bach, Air",,Matteo Campanella,Bach: Air,true,0.6,VERIFY,MB: Matteo Campanella - Bach: Air (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/5f80bcdb-1171-4aaa-a337-f70ac6d059d6; https://musicbrainz.org/recording/f798734e-a749-482d-8123-bf24ae3ce469; https://musicbrainz.org/recording/d4a73dc0-42d6-4ddf-a619-21c05b9c0084
C:\Users\suppo\Downloads\New Music\Top1000\BAD BUNNY - ESTAMOS BIEN ｜ X100PRE.mp3,Bad Bunny,Estamos Bien ｜ X100pre,Matorral,Estamos bien,false,0.392,HOLD,MB: Matorral - Estamos bien (api_score=98),https://musicbrainz.org/recording/299713ad-5b8a-453b-8105-1f8fcb605265; https://musicbrainz.org/recording/2373a18a-3c21-4863-b524-11aad889275d; https://musicbrainz.org/recording/e6f2eae0-6d1b-47ae-81d8-8503184c06ee
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\BAD TO THE BONE.mp3,Bad To,The Bone,George Thorogood & the Destroyers,Bad to the Bone,true,0.42,HOLD,MB: George Thorogood & the Destroyers - Bad to the Bone (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/b358824f-11a1-40f5-b92e-ee49e397efbf; https://musicbrainz.org/recording/0563b8b7-fcb0-4b19-90c8-041ede2ab732; https://musicbrainz.org/recording/a5d7a4e5-c8d5-4eb9-bbc9-9cfd835ec7c3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Beastie Boys-Paul Revere with lyrics.mp3,Beastie Boys-paul,Revere With Lyrics,Beastie Boys,Paul Revere,false,0.55,VERIFY,MB: Beastie Boys - Paul Revere (api_score=100),https://musicbrainz.org/recording/4fc349b0-6ee0-4e00-be26-db04875a6ec9; https://musicbrainz.org/recording/589d33c5-454d-4fe0-b736-d623514e3239; https://musicbrainz.org/recording/a35ff81b-cacb-4442-bac0-19050167dff1
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethovens 5th Symphony.mp3,Beethovens 5th Symphony,,Herbert von Karajan,Beethovens 5th,true,0.272,HOLD,MB: Herbert von Karajan - Beethovens 5th (api_score=68); REVERSED from original split,https://musicbrainz.org/recording/d1a17cbf-c5ec-485c-9902-c8a9c544a26f; https://musicbrainz.org/recording/88fcb64a-ed78-4891-bc42-7b851f5b9d61; https://musicbrainz.org/recording/04d12dfa-6b28-475c-9b78-ab357ba392c5
C:\Users\suppo\Downloads\New Music\Top1000_Country\Believe.mp3,Believe,,Believe,What Is Love,false,0.6,VERIFY,MB: Believe - What Is Love (api_score=100),https://musicbrainz.org/recording/cfd9b638-edb5-4ec8-9fd5-058a155a4382; https://musicbrainz.org/recording/027cc617-f45b-4e9b-8d19-64ddd4227930; https://musicbrainz.org/recording/e0d8296b-c2f3-41d3-be40-b7bf2bd5253c
C:\Users\suppo\Downloads\New Music\Top1000_Country\Bertie Higgins - ＂Key Largo＂.mp3,Bertie Higgins -,,Bertie Higgins,Key Largo,false,0.6,VERIFY,MB: Bertie Higgins - Key Largo (api_score=100),https://musicbrainz.org/recording/d779e8a4-0081-47e4-981c-3448eab91e07; https://musicbrainz.org/recording/71ab63f8-d888-442d-87ae-8bb99f7f4eca; https://musicbrainz.org/recording/2083ee5d-a7c2-4d64-b5aa-5258166d306d
C:\Users\suppo\Downloads\New Music\Top1000_Country\Big Star Kenny Chesney with lyrics.mp3,Big Star,Kenny Chesney With Lyrics,Kenny Chesney,Behind the scenes interview with Kenny Chesney,true,0.243,HOLD,MB: Kenny Chesney - Behind the scenes interview with Kenny Chesney (api_score=81); REVERSED from original split,https://musicbrainz.org/recording/98440d2b-523a-40dd-943c-8f11ecfe6e55; https://musicbrainz.org/recording/4e0a0bbb-9038-4c9d-a86d-ae84ddc646bd; https://musicbrainz.org/recording/1514b8b3-9d2a-4551-8f55-a290317baff5
C:\Users\suppo\Downloads\New Music\Top1000_Country\Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,Biography ｜,Who is Lbb ｜ Laura Bell Bundy,Biography ｜,Who is Lbb ｜ Laura Bell Bundy,false,0.15,HOLD,No sufficiently matching MB results,https://musicbrainz.org/recording/8eb310f2-f15e-41a3-98d7-415085abdb7b; https://musicbrainz.org/recording/1099d486-21b4-42c8-a5af-97510e1c8c56; https://musicbrainz.org/recording/65e26473-a621-443f-a270-7504ac4f022b
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Dog (Remaster).mp3,Black Dog (Remaster),,Babe Ruth,Black Dog,true,0.4,HOLD,MB: Babe Ruth - Black Dog (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/779b6366-a1b1-4ffe-b171-15f6b6d2a3d9; https://musicbrainz.org/recording/bb380922-ef36-4eeb-9f62-3658cd9fd9a5; https://musicbrainz.org/recording/3f695293-b3cf-4adb-aee6-5ce344d075a4
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath - Children Of The Grave⧸Embryo.mp3,Black Sabbath,Children of the Grave⧸embryo,Ænimus,Embryo / Children of the Grave (Black Sabbath Cover),false,0.375,HOLD,MB: Ænimus - Embryo / Children of the Grave (Black Sabbath Cover) (api_score=100),https://musicbrainz.org/recording/a1854274-76e6-4a66-a9df-072c04f5fd76; https://musicbrainz.org/recording/37edacd4-2cb4-4106-9a1a-fde5f3f2f9c5; https://musicbrainz.org/recording/a6955644-673c-4cc2-b989-a5ad7b52bb3f
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath ~ War Pigs.mp3,Black Sabbath,~ War Pigs,Atmosphere,War Pigs (Black Sabbath Cover),false,0.185,HOLD,MB: Atmosphere - War Pigs (Black Sabbath Cover) (api_score=77),https://musicbrainz.org/recording/d82ecf65-1cbe-4950-8ff2-66f617369237; https://musicbrainz.org/recording/f91bbc3a-b455-434d-b819-d85bbebca8ab; https://musicbrainz.org/recording/2aa54be7-fe6a-4ab5-987c-583ff4a14b62
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brad Paisley-Mr Policeman with lyrics.mp3,Brad Paisley-mr,Policeman With Lyrics,Zak Hinegk,Mr. Brad,true,0.392,HOLD,MB: Zak Hinegk - Mr. Brad (api_score=98); REVERSED from original split,https://musicbrainz.org/recording/1fba6a25-81c9-4980-af58-2c9f1b1eb477; https://musicbrainz.org/recording/e929cc40-83e4-486f-9943-a779e73ba85d; https://musicbrainz.org/recording/bc44fa55-7148-4d50-a116-4ffc754a22ae
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brad Paisleys Im Still A Guy.mp3,Brad Paisleys,Im Still a Guy,Brad Paisley,I'm Still a Guy,false,0.435,HOLD,MB: Brad Paisley - I'm Still a Guy (api_score=87),https://musicbrainz.org/recording/d1d64834-3290-4094-b48f-b07985c4d312; https://musicbrainz.org/recording/0b734b2e-b72a-41b0-88e9-cc2072a5bda9; https://musicbrainz.org/recording/34ee93b5-cb67-4a2e-8162-bf12a767053c
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brandi Carlile Hallelujah.mp3,Brandi Carlile Hallelujah,,Garrison Keillor & Brandi Carlile,Brandi Carlile intro,true,0.3,HOLD,MB: Garrison Keillor & Brandi Carlile - Brandi Carlile intro (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/e86b83ab-fa3d-4bea-8e6a-08ba8757d67d; https://musicbrainz.org/recording/b618c838-69e5-4ab1-a82f-8e17ab35a81d; https://musicbrainz.org/recording/051c2261-e5b6-4491-a3f1-29dcafa1963a
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\BT- Race Wars.mp3,Bt- Race Wars,,Chris Birkett & James Birkett,Race Wars,true,0.4,HOLD,MB: Chris Birkett & James Birkett - Race Wars (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/9f10b826-e622-46d5-9804-f4a095818a07; https://musicbrainz.org/recording/81e1c7f4-93e5-4095-8761-b622c22ee3c6; https://musicbrainz.org/recording/06e0a2fa-d551-4516-b1f7-fa1656f798b6
C:\Users\suppo\Downloads\New Music\Top1000\BTS- MIC Drop.mp3,Bts- Mic Drop,,Noxious Ghoul,Mic Drop,true,0.312,HOLD,MB: Noxious Ghoul - Mic Drop (api_score=78); REVERSED from original split,https://musicbrainz.org/recording/391feb44-918e-4d8e-98a4-c9a65817ac60; https://musicbrainz.org/recording/8cf678fc-5614-46c2-a13a-3c7ae517acc3; https://musicbrainz.org/recording/c550524a-ce4e-4647-a4a7-bb40cdaff317
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\California Love by 2Pac ft. Dr. Dre ｜ Interscope.mp3,California Love,By 2pac ft. Dr. Dre ｜ Interscope,KeyWest,California love (2Pac Cover),true,0.249,HOLD,MB: KeyWest - California love (2Pac Cover) (api_score=83); REVERSED from original split,https://musicbrainz.org/recording/3b316e1c-93d1-4b44-8ad3-be540db8534a; https://musicbrainz.org/recording/d8b1ea6f-564b-41e7-aaa4-6151e1f67b37; https://musicbrainz.org/recording/c1c62240-859b-4841-9516-1c505e63d620
C:\Users\suppo\Downloads\New Music\Top1000\CANCUN - Jhanking ｜.mp3,Cancun,Jhanking ｜,Anton X,Cancun,true,0.6,VERIFY,MB: Anton X - Cancun (api_score=100); REVERSED from original split,https://musicbrainz.org/recording/ceea755f-50da-44ad-b79d-17793c9b4225; https://musicbrainz.org/recording/55716453-8fa1-489e-a69f-3f6ae60a95d4; https://musicbrainz.org/recording/6981c7cd-f9c0-4308-8957-39b19c4ce3de
