original_path,decision,notes
C:\Users\suppo\Downloads\New Music\Top1000\Carine - On My Mind ｜ Official Music Video.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Charlie Daniels Band-The Souths Gonna Do It Again.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Charlie Daniels Band-The Souths Gonna Do
C:\Users\suppo\Downloads\New Music\Top1000_Classical\CLAUDE DEBUSSY： CLAIR DE LUNE.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000\Clean Bandit - Rockabye.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\Clean Bandit - Rockabye.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\Coldplay - Hymn For The Weekend.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\Coldplay - Hymn For The Weekend.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise ft. L.V..mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise ft. L.V..mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Hits from the Bong (Official Audio).mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain (Official HD Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Cypress Hill - Insane In The Brain (Offi
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Delain - The Quest and the Curse Napalm 
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=DELAIN - The Quest And The Curse (Offici
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Denim and Leather-saxon.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Denim and Leather-Saxon (studio version)
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Dimitri Vegas & Like Mike ft. Wolfpack &
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs Sander van Doorn - Project T (Martin Garrix Remix).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Dimitri Vegas & Like Mike vs Sander van 
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime (Official Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=DJ Jazzy Jeff & The Fresh Prince - Summe
C:\Users\suppo\Downloads\New Music\Top1000_Club\DJ Snake - Let Me Love You ft. Justin Bieber (Marshmello Remix) [Premiere].mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Doc Holliday - Bad Company ⧸ Amazing Grace.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Dominum - The Circus is in Town Napalm R
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=DOMINUM - The Circus Is In Town (Officia
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ No Use Running ~.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Don Williams - ~ No Use Running ~.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ Shes With Me ~.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Don Williams - ~ Shes With Me ~.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~~The First Fool In Line ~~.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Don Williams - ~~The First Fool In Line 
C:\Users\suppo\Downloads\New Music\Top1000\Dr. Dre - Still D.R.E. ft. Snoop Dogg.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr. Dre - Still D.R.E. ft. Snoop Dogg.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dream Theater - ＂Pull Me Under＂.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_Country\Dwight Yoakam - ＂Waterfall＂.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin - A Little More Country Than That (Official Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Easton Corbin - A Little More Country Th
C:\Users\suppo\Downloads\New Music\Top1000\Edine - 24⧸7.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Edvard Grieg, In the Hall of the Mountain King from ＂Peer Gynt＂.mp3",approve_primary,low_confidence col but conf=0.3; proposed=Edvard Grieg - In the Hall of the Mounta
C:\Users\suppo\Downloads\New Music\Top1000_Blues\elvis presley blue suede shoes color.mp3,approve_primary,low_confidence col but conf=0.3; proposed=elvis presley - blue suede shoes color.m
C:\Users\suppo\Downloads\New Music\Top1000\Emile Mosseri - ＂My Greedy Heart＂.mp3,keep_review,low_confidence; conf=0.0; needs manual parse
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Lose Yourself.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Lose Yourself.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Mockingbird.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Mockingbird.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - My Name Is (Official Music Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Eminem - My Name Is (Official Music Vide
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Rap God.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Rap God.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Without Me.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Without Me.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem ⧸ Nail in the coffin.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Exit Eden - Femme Fatale Napalm Records.
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=EXIT EDEN - Femme Fatale (Official Video
"C:\Users\suppo\Downloads\New Music\Top1000\Fehr Rivas, Aleks Syntek- INMORTAL.mp3",approve_primary,"low_confidence col but conf=0.3; proposed=Fehr Rivas, Aleks Syntek - INMORTAL.mp3"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Find Yourself by Brad Paisley.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Brad Paisley - Find Yourself.mp3
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra, Nat King Cole, Ray Charles 🎷The Ultimate Jazz Playlist 🎶 Jazz Classics 50s 60s 70s.mp3",hold,COMPLEX_DUPLICATE: requires explicit review
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra, Ray Charles, Nat King Cole 🎷The Ultimate Jazz Playlist 🎶 Jazz Classics 50s 60s 70s.mp3",keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Joseph Haydn - ＂Surprise＂.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Franz Joseph Haydn - ＂Surprise＂.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Liszt ~ Prelude to Transcendental Etudes.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Franz Liszt - ~ Prelude to Transcendenta
"C:\Users\suppo\Downloads\New Music\Top1000\Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3",approve_primary,"low_confidence col but conf=0.3; proposed=Fridayy, Chris Brown - ＂Dont Give It Awa"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Fugees - Fu-Gee-La (Official HD Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Fugees - Fu-Gee-La (Official HD Video) (
C:\Users\suppo\Downloads\New Music\Top1000\Fun.： We Are Young ft. Janelle Monáe.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gangstarr-Above The Clouds.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Gangstarr-Above The Clouds (HipHop).mp3
C:\Users\suppo\Downloads\New Music\Top1000\George Michael - Careless Whisper (Official 4K Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=George Michael - Careless Whisper (Offic
C:\Users\suppo\Downloads\New Music\Top1000_Country\George Strait Thats My Kind Of Woman.mp3,approve_primary,low_confidence col but conf=0.3; proposed=George Strait - Thats My Kind Of Woman.m
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys-Mind Playing Tricks on Me.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Geto Boys-Mind Playing Tricks on Me (Hip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ghostface Killah： winter warz.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Gluck： Orfeo ed Euridice ＂Che Faro Senza Euridice？＂ M. Horne.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Gregg Allman- I'm No Angel.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Gregg Allman - I'm No Angel.mp3
C:\Users\suppo\Downloads\New Music\Top1000\Guru Randhawa： High Rated Gabru Official Song ｜ DirectorGifty ｜ Bhushan Kumar ｜ T-Series.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000\GuttaTV- Straight Drop.mp3,keep_review,dup_risk=none but col=no_change conf=0.0
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Hammerfall - Hammer of Dawn Napalm Recor
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=HAMMERFALL - Hammer Of Dawn (Official Vi
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Handel - Xerxes： Ombra Mai Fu.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Hideaway by John Mayall bluesbreakers & Eric Clapton.mp3,approve_primary,low_confidence col but conf=0.3; proposed=John Mayall bluesbreakers & Eric Clapton
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\House of Pain - Jump Around (Official 4K Music Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=House of Pain - Jump Around (Official 4K
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Howlin Wolf- Killing Floor.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Howlin Wolf - Killing Floor.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Händel： Harmonious Blacksmith.mp3,keep_review,dup_risk=none but col=no_change conf=0.0
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice T Colors.mp3,keep_review,dup_risk=none but col=no_change conf=0.0
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Iced Earth- coming curse.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Iced Earth - coming curse.mp3
C:\Users\suppo\Downloads\New Music\Top1000\Imagine Dragons - Believer.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\Imagine Dragons - Believer.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.mp3",approve_primary,RESOLVED_PRIMARY high-conf; proposed=Jazz Classics - 50s 60s 70s🎶frank Sinatr
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.temp.mp3",keep_review,dup_risk=near_duplicate but no Phase 6 state assigned
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3",approve_primary,RESOLVED_PRIMARY high-conf; proposed=Jazz Classics - 50s-60s-70s 🎶🎷nat King C
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.temp.mp3",approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Jazz Classics 50s-60s-70s 🎶🎷Nat King Col
"C:\Users\suppo\Downloads\New Music\Top1000\Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3",approve_primary,"low_confidence col but conf=0.3; proposed=Jesús Alonso - La Fe de Vivir, canción d"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Copeland on acoustic guitar： Flying High.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Winter ⧸ Mean Mistreater.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Winter ⧸ Third Degree.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Johnny ＂Clyde＂ Copeland - Rock Me Baby- 
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Josh Turner, Silver Wings.mp3",approve_primary,low_confidence col but conf=0.3; proposed=Josh Turner - Silver Wings.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- Freewheel Burning with lyrics.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Judas Priest - Freewheel Burning with ly
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- The Sentinel with lyrics.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Judas Priest - The Sentinel with lyrics.
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Junior Wells Hoodoman Blues.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Junior Wells - Hoodoman Blues.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Just to See You Smile Lyrics By Tim McGraw.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Tim McGraw - Just to See You Smile Lyric
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits (Official Lyric Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Kacey Musgraves - Biscuits (Official Lyr
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Eventide (Official Video) ｜ Napalm Records.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=KAMELOT - Eventide (Official Video) ｜ Na
C:\Users\suppo\Downloads\New Music\Top1000\Katy Perry Last Friday Night Lyrics.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Katy Perry - Last Friday Night Lyrics.mp
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Keb Mo ⧸ Dangerous Mood.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000\Kelsie Kimberlin - Road Trip ｜ #standwithukraine.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney The Life.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Kenny Chesney - The Life.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney ~ A Lot Of Things Different.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Kenny Chesney - ~ A Lot Of Things Differ
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Better As A Memory.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Kenny Chesney - Better As A Memory.mp3
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Nowhere To Go, Nowere To Be.mp3",approve_primary,"low_confidence col but conf=0.3; proposed=Kenny Chesney - Nowhere To Go, Nowere To"
C:\Users\suppo\Downloads\New Music\Top1000\Kingzlee - Recipe ｜ Pressplay.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Black Diamond.mp3,keep_review,dup_risk=none but col=no_change conf=0.0
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Kiss Deuce Lyrics.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Kiss Deuce lyrics (Alt 1).mp3
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3",approve_primary,low_confidence col but conf=0.3; proposed=Anna Netrebko. Russian subtitles - La Tr
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata： “Libiamo, ne’ lieti calici”.mp3",keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Leoncavallo - Pagliacci： Vesti La Giubba.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Little Willie John -You Hurt Me.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Little Willie John - -You Hurt Me.mp3
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Louis Armstrong, Nat King Cole & Frank Sinatra ： Best Old Songs 50s - 70s ｜ Nostalgic Vintage Jazz.mp3",approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Country\Love Her Like Shes Leaving by Brad Paisley.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Brad Paisley - Love Her Like Shes Leavin
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Luciano Pavarotti： Celeste Aida.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Club\Lycii - Yoko ｜ Diversity Release.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000\Major Lazer - Cold Water.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\Major Lazer - Cold Water.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Major Lazer - Cold Water.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_Country\Makin Plans by Miranda Lambert.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Miranda Lambert - Makin Plans.mp3
C:\Users\suppo\Downloads\New Music\Top1000\Marshmello - Alone.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\Marshmello - Alone.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\Martin Garrix - Animals (Official Video).mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Martin Garrix - Animals (Official Video)
C:\Users\suppo\Downloads\New Music\Top1000_Country\Martin- Zac Brown Band Lyrics!.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Martin - Zac Brown Band Lyrics!.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.mp3,approve_primary,RESOLVED_PRIMARY high-conf; proposed=Marvin Gaye ❤️ Let’s Get it On - Greates
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.temp.mp3,approve_alternate,RESOLVED_ALTERNATE collision-safe; alt=Marvin Gaye ❤️ Let’s Get It On – Greates
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MASTER P SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,approve_primary,low_confidence col but conf=0.3; proposed=MASTER P - SONG ＂MISS MY HOMIES＂ IS A RE
C:\Users\suppo\Downloads\New Music\Top1000\MC Fioti - Bum Bum Tam Tam ｜ Official Music Video.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000\MC Kevinho - Olha a Explosão ｜ Official Music Video.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Metallica： Enter Sandman (Official Music Video).mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.0
C:\Users\suppo\Downloads\New Music\Top1000\Metallica： Nothing Else Matters.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Metallica： One (Official Music Video).mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.0
C:\Users\suppo\Downloads\New Music\Top1000\Michael Jackson - Billie Jean.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Michael Jackson - Billie Jean.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_Country\Mickey Newbury ： After All These Years.mp3,keep_review,dup_risk=none but col=illegal_chars conf=0.3
C:\Users\suppo\Downloads\New Music\Top1000\Mike Posner - I Took A Pill In Ibiza.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_Club\Mike Posner - I Took A Pill In Ibiza.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\Mile Ho Tum - Reprise Version ｜ Neha Kakkar ｜ Tony Kakkar ｜ Fever ｜ Gaurav Jang.mp3,approve_primary,no dup risk; col=no_change; conf=1.0
C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Bad Booty ｜ Official Video.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Bad Booty ｜ Official Video.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Come With Me.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Come With Me.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Duro ｜ Lyric Video.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Duro ｜ Lyric Video.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Ladida ｜ Lyric Video.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Ladida ｜ Lyric Video.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Love Again.mp3,keep_review,NEEDS_REVIEW state from Phase 6
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Love Again.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_Opera\MIRA - Love Again.mp3,hold,COMPLEX_DUPLICATE: requires explicit review
"C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Ring, Ring ｜ Official Video.mp3",keep_review,NEEDS_REVIEW state from Phase 6
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Ring, Ring ｜ Official Video.mp3",hold,COMPLEX_DUPLICATE: requires explicit review
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\MIRA - Ring, Ring ｜ Official Video.mp3",hold,COMPLEX_DUPLICATE: requires explicit review
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Another Heartache.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Miranda Lambert - Another Heartache.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Mama Im Alright.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Miranda Lambert - Mama Im Alright.mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Missing Me Some You by Toby Keith.mp3,approve_primary,low_confidence col but conf=0.3; proposed=Toby Keith - Missing Me Some You.mp3
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II (Official HD Video).mp3",approve_alternate,"RESOLVED_ALTERNATE collision-safe; alt=Mobb Deep - Shook Ones, Pt. II (Official"
