group_id,file_path,original_name,proposed_name,size_bytes,size_mb,quality_score,normalized_key,file_hash,subfolder,group_type,exists,notes
G0040,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Eventide (Static Video) ｜ Napalm Records.mp3,KAMELOT - Eventide (Static Video) ｜ Napalm Records.mp3,Kamelot - Eventide ｜ Napalm Records (Version 2).mp3,9013775,8.6,62,kamelot eventide napalm records,c56df244d7fc6672,Top1000_Symphonic_Power Metal,same_song_diff_size,True,index_suffix
G0041,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Way Down Here.mp3,Kenny Chesney - Way Down Here.mp3,Kenny Chesney - Way Down Here (Version 1).mp3,10537877,10.0,65,kenny chesney way down here,b7d36efee4ddc2af,Top1000_Country,same_song_diff_size,True,index_suffix
G0041,C:\Users\suppo\Downloads\New Music\Top1000_Country\kenny chesney way down here.mp3,kenny chesney way down here.mp3,Kenny Chesney - Way Down Here (Version 2).mp3,11458872,10.9,55,kenny chesney way down here,861b8786db7bcaef,Top1000_Country,same_song_diff_size,True,index_suffix
G0042,"C:\Users\suppo\Downloads\New Music\Top1000\LMFAO - Party Rock Anthem (Audio) ft. Lauren Bennett, GoonRock.mp3","LMFAO - Party Rock Anthem (Audio) ft. Lauren Bennett, GoonRock.mp3","Lmfao - Party Rock Anthem ft. Lauren Bennett, Goonrock (Version 1).mp3",8861102,8.5,60,lmfao party rock anthem ft lauren bennett goonrock,03d7a4a2b3aafb2a,Top1000,same_song_diff_size,True,index_suffix
G0042,"C:\Users\suppo\Downloads\New Music\Top1000\LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.mp3","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.mp3","Lmfao - Party Rock Anthem ft. Lauren Bennett, Goonrock (Version 2).mp3",11759398,11.2,65,lmfao party rock anthem ft lauren bennett goonrock,353e3cfdef943945,Top1000,same_song_diff_size,True,index_suffix
G0043,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\LUNIZ - I GOT 5 ON IT.mp3,LUNIZ - I GOT 5 ON IT.mp3,Luniz - I Got 5 on It (Version 1).mp3,8239915,7.9,65,luniz i got 5 on it,8202c0adb25ffd3d,Top1000_HipHop,byte_identical,True,index_suffix
G0043,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\LUNIZ -- I GOT 5 ON IT.mp3,LUNIZ -- I GOT 5 ON IT.mp3,Luniz - I Got 5 on It (Version 2).mp3,8239915,7.9,55,luniz i got 5 on it,8202c0adb25ffd3d,Top1000_HipHop,byte_identical,True,index_suffix
G0044,C:\Users\suppo\Downloads\New Music\Top1000\Major Lazer - Cold Water.mp3,Major Lazer - Cold Water.mp3,Major Lazer - Cold Water (General).mp3,6312926,6.0,65,major lazer cold water,0b46fb217e464cd4,Top1000,same_song_diff_size,True,subfolder_suffix
G0044,C:\Users\suppo\Downloads\New Music\Top1000_Club\Major Lazer - Cold Water.mp3,Major Lazer - Cold Water.mp3,Major Lazer - Cold Water (Club).mp3,6081484,5.8,65,major lazer cold water,2d787cf101c28fcf,Top1000_Club,same_song_diff_size,True,subfolder_suffix
G0044,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Major Lazer - Cold Water.mp3,Major Lazer - Cold Water.mp3,Major Lazer - Cold Water (HipHop).mp3,6312014,6.0,65,major lazer cold water,7d8d3bada56b608c,Top1000_HipHop,same_song_diff_size,True,subfolder_suffix
G0045,C:\Users\suppo\Downloads\New Music\Top1000\Marshmello - Alone.mp3,Marshmello - Alone.mp3,Marshmello - Alone (General).mp3,6598632,6.3,60,marshmello alone,b9cad1859dacae8d,Top1000,byte_identical,True,subfolder_suffix
G0045,C:\Users\suppo\Downloads\New Music\Top1000_Club\Marshmello - Alone.mp3,Marshmello - Alone.mp3,Marshmello - Alone (Club).mp3,6598632,6.3,60,marshmello alone,b9cad1859dacae8d,Top1000_Club,byte_identical,True,subfolder_suffix
G0046,C:\Users\suppo\Downloads\New Music\Top1000\Martin Garrix - Animals (Official Video).mp3,Martin Garrix - Animals (Official Video).mp3,Martin Garrix - Animals (Music Video).mp3,6414791,6.1,55,martin garrix animals,05b024c3103fda22,Top1000,same_song_diff_size,True,content_suffix
G0046,C:\Users\suppo\Downloads\New Music\Top1000\Martin Garrix - Animals.mp3,Martin Garrix - Animals.mp3,Martin Garrix - Animals (Version 2).mp3,6369066,6.1,65,martin garrix animals,131f8a473e62e411,Top1000,same_song_diff_size,True,index_suffix
G0047,C:\Users\suppo\Downloads\New Music\Top1000\Michael Jackson - Billie Jean.mp3,Michael Jackson - Billie Jean.mp3,Michael Jackson - Billie Jean (General).mp3,10507688,10.0,65,michael jackson billie jean,8d63f86d503de3f1,Top1000,byte_identical,True,subfolder_suffix
G0047,C:\Users\suppo\Downloads\New Music\Top1000_Disco\Michael Jackson - Billie Jean.mp3,Michael Jackson - Billie Jean.mp3,Michael Jackson - Billie Jean (Disco).mp3,10507688,10.0,65,michael jackson billie jean,8d63f86d503de3f1,Top1000_Disco,byte_identical,True,subfolder_suffix
G0048,C:\Users\suppo\Downloads\New Music\Top1000\Mike Posner - I Took A Pill In Ibiza.mp3,Mike Posner - I Took A Pill In Ibiza.mp3,Mike Posner - I Took a Pill in Ibiza (General).mp3,7756528,7.4,65,mike posner i took a pill in ibiza,ab32f6dc612b7108,Top1000,same_song_diff_size,True,subfolder_suffix
G0048,C:\Users\suppo\Downloads\New Music\Top1000_Club\Mike Posner - I Took A Pill In Ibiza.mp3,Mike Posner - I Took A Pill In Ibiza.mp3,Mike Posner - I Took a Pill in Ibiza (Club).mp3,6442836,6.1,65,mike posner i took a pill in ibiza,5950bb7fe87eaabb,Top1000_Club,same_song_diff_size,True,subfolder_suffix
G0049,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Bad Booty ｜ Official Video.mp3,MIRA - Bad Booty ｜ Official Video.mp3,Mira - Bad Booty ｜ Official Video (General).mp3,5654935,5.4,52,mira bad booty,e3427814e5af208c,Top1000,byte_identical,True,subfolder_suffix
G0049,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Bad Booty ｜ Official Video.mp3,MIRA - Bad Booty ｜ Official Video.mp3,Mira - Bad Booty ｜ Official Video (HipHop).mp3,5654935,5.4,52,mira bad booty,e3427814e5af208c,Top1000_HipHop,byte_identical,True,subfolder_suffix
G0050,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Come With Me.mp3,MIRA - Come With Me.mp3,Mira - Come With Me (General).mp3,5811116,5.5,60,mira come with me,69a840259f1ce43d,Top1000,byte_identical,True,subfolder_suffix
G0050,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Come With Me.mp3,MIRA - Come With Me.mp3,Mira - Come With Me (HipHop).mp3,5811116,5.5,60,mira come with me,69a840259f1ce43d,Top1000_HipHop,byte_identical,True,subfolder_suffix
G0051,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Duro ｜ Lyric Video.mp3,MIRA - Duro ｜ Lyric Video.mp3,Mira - Duro ｜ Lyric Video (General).mp3,6430559,6.1,57,mira duro video,34eec6bd1e03d960,Top1000,byte_identical,True,subfolder_suffix
G0051,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Duro ｜ Lyric Video.mp3,MIRA - Duro ｜ Lyric Video.mp3,Mira - Duro ｜ Lyric Video (HipHop).mp3,6430559,6.1,57,mira duro video,34eec6bd1e03d960,Top1000_HipHop,byte_identical,True,subfolder_suffix
G0052,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Ladida ｜ Lyric Video.mp3,MIRA - Ladida ｜ Lyric Video.mp3,Mira - Ladida ｜ Lyric Video (General).mp3,7073302,6.7,57,mira ladida video,8fe49b50742d5f68,Top1000,byte_identical,True,subfolder_suffix
G0052,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Ladida ｜ Lyric Video.mp3,MIRA - Ladida ｜ Lyric Video.mp3,Mira - Ladida ｜ Lyric Video (HipHop).mp3,7073302,6.7,57,mira ladida video,8fe49b50742d5f68,Top1000_HipHop,byte_identical,True,subfolder_suffix
G0053,C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Love Again.mp3,MIRA - Love Again.mp3,Mira - Love Again (General).mp3,5783124,5.5,60,mira love again,723858511d95d937,Top1000,byte_identical,True,subfolder_suffix
G0053,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Love Again.mp3,MIRA - Love Again.mp3,Mira - Love Again (HipHop).mp3,5783124,5.5,60,mira love again,723858511d95d937,Top1000_HipHop,byte_identical,True,subfolder_suffix
G0053,C:\Users\suppo\Downloads\New Music\Top1000_Opera\MIRA - Love Again.mp3,MIRA - Love Again.mp3,Mira - Love Again (Opera).mp3,5783124,5.5,60,mira love again,723858511d95d937,Top1000_Opera,byte_identical,True,subfolder_suffix
G0054,"C:\Users\suppo\Downloads\New Music\Top1000\MIRA - Ring, Ring ｜ Official Video.mp3","MIRA - Ring, Ring ｜ Official Video.mp3","Mira - Ring, Ring ｜ Official Video (General).mp3",5247533,5.0,52,mira ring ring,385d584871c94273,Top1000,byte_identical,True,subfolder_suffix
G0054,"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Ring, Ring ｜ Official Video.mp3","MIRA - Ring, Ring ｜ Official Video.mp3","Mira - Ring, Ring ｜ Official Video (HipHop).mp3",5247533,5.0,52,mira ring ring,385d584871c94273,Top1000_HipHop,byte_identical,True,subfolder_suffix
G0054,"C:\Users\suppo\Downloads\New Music\Top1000_Opera\MIRA - Ring, Ring ｜ Official Video.mp3","MIRA - Ring, Ring ｜ Official Video.mp3","Mira - Ring, Ring ｜ Official Video (Opera).mp3",5247533,5.0,52,mira ring ring,385d584871c94273,Top1000_Opera,byte_identical,True,subfolder_suffix
G0055,"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II (Official HD Video).mp3","Mobb Deep - Shook Ones, Pt. II (Official HD Video).mp3","Mobb Deep - Shook Ones, Pt. II (Music Video).mp3",9218790,8.8,55,mobb deep shook ones pt ii,73d721da86e45e3c,Top1000_HipHop,byte_identical,True,content_suffix
G0055,"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II.mp3","Mobb Deep - Shook Ones, Pt. II.mp3","Mobb Deep - Shook Ones, Pt. II (Version 2).mp3",9218790,8.8,65,mobb deep shook ones pt ii,73d721da86e45e3c,Top1000_HipHop,byte_identical,True,index_suffix
G0056,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest (Official HD Video).mp3,Mobb Deep - Survival of the Fittest (Official HD Video).mp3,Mobb Deep - Survival of the Fittest (Music Video).mp3,7851201,7.5,55,mobb deep survival of the fittest,fe881f9df1c23616,Top1000_HipHop,byte_identical,True,content_suffix
G0056,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest.mp3,Mobb Deep - Survival of the Fittest.mp3,Mobb Deep - Survival of the Fittest (Version 2).mp3,7851201,7.5,65,mobb deep survival of the fittest,fe881f9df1c23616,Top1000_HipHop,byte_identical,True,index_suffix
G0057,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now (Official HD Video) ft. Puff Daddy.mp3,Nas - Hate Me Now (Official HD Video) ft. Puff Daddy.mp3,Nas - Hate Me Now ft. Puff Daddy (Music Video).mp3,9466885,9.0,55,nas hate me now ft puff daddy,bcfbd00dba094763,Top1000_HipHop,byte_identical,True,content_suffix
G0057,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now ft. Puff Daddy.mp3,Nas - Hate Me Now ft. Puff Daddy.mp3,Nas - Hate Me Now ft. Puff Daddy (Version 2).mp3,9466885,9.0,65,nas hate me now ft puff daddy,bcfbd00dba094763,Top1000_HipHop,byte_identical,True,index_suffix
G0058,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Nas Is Like (Official Video).mp3,Nas - Nas Is Like (Official Video).mp3,Nas - Nas is Like (Music Video).mp3,7716077,7.4,55,nas nas is like,4daaaa6d20a9cf2b,Top1000_HipHop,byte_identical,True,content_suffix
G0058,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Nas Is Like.mp3,Nas - Nas Is Like.mp3,Nas - Nas is Like (Version 2).mp3,7716077,7.4,60,nas nas is like,4daaaa6d20a9cf2b,Top1000_HipHop,byte_identical,True,index_suffix
G0059,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty by Nature - Hip Hop Hooray (Official Music Video).mp3,Naughty by Nature - Hip Hop Hooray (Official Music Video).mp3,Naughty by Nature - Hip Hop Hooray (Music Video).mp3,10091024,9.6,55,naughty by nature hip hop hooray,9225b569d2db2563,Top1000_HipHop,byte_identical,True,content_suffix
G0059,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty by Nature - Hip Hop Hooray.mp3,Naughty by Nature - Hip Hop Hooray.mp3,Naughty by Nature - Hip Hop Hooray (Version 2).mp3,10091024,9.6,65,naughty by nature hip hop hooray,9225b569d2db2563,Top1000_HipHop,byte_identical,True,index_suffix
G0060,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty By Nature - O.P.P. (Official Music Video) [HD].mp3,Naughty By Nature - O.P.P. (Official Music Video) [HD].mp3,Naughty by Nature - O.p.p. (Music Video).mp3,9043221,8.6,50,naughty by nature o p p,8c5477a130518091,Top1000_HipHop,byte_identical,True,content_suffix
G0060,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty By Nature - O.P.P..mp3,Naughty By Nature - O.P.P..mp3,Naughty by Nature - O.p.p. (Version 2).mp3,9043221,8.6,65,naughty by nature o p p,8c5477a130518091,Top1000_HipHop,byte_identical,True,index_suffix
G0061,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Nirvana - Smells Like Teen Spirit (Official Music Video).mp3,Nirvana - Smells Like Teen Spirit (Official Music Video).mp3,Nirvana - Smells Like Teen Spirit (Music Video).mp3,9717421,9.3,55,nirvana smells like teen spirit,b649b8d8f076b035,Top1000_Hard Rock_Metal,byte_identical,True,content_suffix
G0061,C:\Users\suppo\Downloads\New Music\Top1000\Nirvana - Smells Like Teen Spirit.mp3,Nirvana - Smells Like Teen Spirit.mp3,Nirvana - Smells Like Teen Spirit (Version 2).mp3,9717421,9.3,65,nirvana smells like teen spirit,b649b8d8f076b035,Top1000,byte_identical,True,index_suffix
G0062,C:\Users\suppo\Downloads\New Music\Top1000_Country\Post Monroe： ＂Dixie Dust＂.mp3,Post Monroe： ＂Dixie Dust＂.mp3,Post Monroe： (Version 1).mp3,7908300,7.5,46,post monroe dixie dust,8d9550ac158275d8,Top1000_Country,variant,True,index_suffix
G0062,C:\Users\suppo\Downloads\New Music\Top1000_Country\Post Monroe： ＂Red Hot American Summer＂.mp3,Post Monroe： ＂Red Hot American Summer＂.mp3,Post Monroe： (Version 2).mp3,7996047,7.6,46,post monroe red hot american summer,9cf5b7a1d2098d74,Top1000_Country,variant,True,index_suffix
G0063,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,9952499,9.5,65,queen bohemian rhapsody,8570ce343738d800,Top1000_Hard Rock_Metal,same_song_diff_size,True,content_suffix
G0063,C:\Users\suppo\Downloads\New Music\Top1000\Queen – Bohemian Rhapsody.mp3,Queen – Bohemian Rhapsody.mp3,Queen - Bohemian Rhapsody (Version 2).mp3,11514372,11.0,52,queen bohemian rhapsody,717fb2bd431b25b3,Top1000,same_song_diff_size,True,index_suffix
G0064,"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna.mp3","Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna.mp3","Raekwon - Ice Cream ft. Ghostface Killah, Method Man, Cappadonna (Music Video).mp3",8145689,7.8,45,raekwon ice cream ft ghostface killah method man cappadonna,2caa4c1b50dd4121,Top1000_HipHop,byte_identical,True,content_suffix
G0064,"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Raekwon - Ice Cream ft. Ghostface Killah, Method Man, Cappadonna.mp3","Raekwon - Ice Cream ft. Ghostface Killah, Method Man, Cappadonna.mp3","Raekwon - Ice Cream ft. Ghostface Killah, Method Man, Cappadonna (Version 2).mp3",8145689,7.8,60,raekwon ice cream ft ghostface killah method man cappadonna,2caa4c1b50dd4121,Top1000_HipHop,byte_identical,True,index_suffix
G0065,C:\Users\suppo\Downloads\New Music\Top1000_Club\Sam Feldt X Lucas & Steve feat Wulf - Summer on You.mp3,Sam Feldt X Lucas & Steve feat Wulf - Summer on You.mp3,Sam Feldt X Lucas & Steve Feat. Wulf - Summer on You (Version 1).mp3,6498538,6.2,65,sam feldt x lucas steve feat wulf summer on you,aafc065432ff0d2e,Top1000_Club,same_song_diff_size,True,index_suffix
G0065,C:\Users\suppo\Downloads\New Music\Top1000_Club\Sam Feldt x Lucas & Steve feat. Wulf - Summer On You.mp3,Sam Feldt x Lucas & Steve feat. Wulf - Summer On You.mp3,Sam Feldt X Lucas & Steve Feat. Wulf - Summer on You (Version 2).mp3,5275646,5.0,65,sam feldt x lucas steve feat wulf summer on you,23445649f0d6414c,Top1000_Club,same_song_diff_size,True,index_suffix
G0066,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Steppenwolf - Born To Be Wild.mp3,Steppenwolf - Born To Be Wild.mp3,Steppenwolf - Born to Be Wild (Hard Rock_Metal).mp3,6640604,6.3,65,steppenwolf born to be wild,ca7715d0a1c53f0f,Top1000_Hard Rock_Metal,byte_identical,True,subfolder_suffix
G0066,C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Steppenwolf - Born To Be Wild.mp3,Steppenwolf - Born To Be Wild.mp3,Steppenwolf - Born to Be Wild (Southern Rock).mp3,6640604,6.3,65,steppenwolf born to be wild,ca7715d0a1c53f0f,Top1000_Southern Rock,byte_identical,True,subfolder_suffix
G0067,C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers & Coldplay - Something Just Like This.mp3,The Chainsmokers & Coldplay - Something Just Like This.mp3,The Chainsmokers & Coldplay - Something Just Like This (General).mp3,8205739,7.8,65,the chainsmokers coldplay something just like this,1eb777f1e503f4b7,Top1000,byte_identical,True,subfolder_suffix
G0067,C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers & Coldplay - Something Just Like This.mp3,The Chainsmokers & Coldplay - Something Just Like This.mp3,The Chainsmokers & Coldplay - Something Just Like This (Club).mp3,8205739,7.8,65,the chainsmokers coldplay something just like this,1eb777f1e503f4b7,Top1000_Club,byte_identical,True,subfolder_suffix
G0068,C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers - Closer (Lyric) ft. Halsey.mp3,The Chainsmokers - Closer (Lyric) ft. Halsey.mp3,The Chainsmokers - Closer ft. Halsey (Version 1).mp3,9209266,8.8,60,the chainsmokers closer ft halsey,409ee3b46fb0fba6,Top1000,same_song_diff_size,True,index_suffix
G0068,C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers - Closer ft. Halsey.mp3,The Chainsmokers - Closer ft. Halsey.mp3,The Chainsmokers - Closer ft. Halsey (Version 2).mp3,8059846,7.7,65,the chainsmokers closer ft halsey,328dfd9dbe6b4319,Top1000,same_song_diff_size,True,index_suffix
G0068,C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers - Closer ft. Halsey.mp3,The Chainsmokers - Closer ft. Halsey.mp3,The Chainsmokers - Closer ft. Halsey (Version 3).mp3,9209266,8.8,65,the chainsmokers closer ft halsey,409ee3b46fb0fba6,Top1000_Club,same_song_diff_size,True,index_suffix
G0069,C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers - Dont Let Me Down ft. Daya.mp3,The Chainsmokers - Dont Let Me Down ft. Daya.mp3,The Chainsmokers - Dont Let Me Down ft. Daya (General).mp3,7693203,7.3,65,the chainsmokers dont let me down ft daya,52cf2e3ccd9319e8,Top1000,same_song_diff_size,True,subfolder_suffix
G0069,C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers - Dont Let Me Down ft. Daya.mp3,The Chainsmokers - Dont Let Me Down ft. Daya.mp3,The Chainsmokers - Dont Let Me Down ft. Daya (Club).mp3,5636116,5.4,65,the chainsmokers dont let me down ft daya,6f5942e4051935e4,Top1000_Club,same_song_diff_size,True,subfolder_suffix
G0070,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Hypnotize (Official Music Video) [4K].mp3,The Notorious B.I.G. - Hypnotize (Official Music Video) [4K].mp3,The Notorious B.I.G. - Hypnotize (Music Video).mp3,12704841,12.1,50,the notorious b i g hypnotize,0f62868be3ccacd7,Top1000_HipHop,byte_identical,True,content_suffix
G0070,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Hypnotize.mp3,The Notorious B.I.G. - Hypnotize.mp3,The Notorious B.I.G. - Hypnotize (Version 2).mp3,12704841,12.1,65,the notorious b i g hypnotize,0f62868be3ccacd7,Top1000_HipHop,byte_identical,True,index_suffix
G0071,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Juicy (Official Video) [4K].mp3,The Notorious B.I.G. - Juicy (Official Video) [4K].mp3,The Notorious B.I.G. - Juicy (Music Video).mp3,9885209,9.4,50,the notorious b i g juicy,8f4677d4856c76d0,Top1000_HipHop,byte_identical,True,content_suffix
G0071,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Juicy.mp3,The Notorious B.I.G. - Juicy.mp3,The Notorious B.I.G. - Juicy (Version 2).mp3,9885209,9.4,65,the notorious b i g juicy,8f4677d4856c76d0,Top1000_HipHop,byte_identical,True,index_suffix
G0072,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Warning (Official Music Video).mp3,The Notorious B.I.G. - Warning (Official Music Video).mp3,The Notorious B.I.G. - Warning (Music Video).mp3,7362456,7.0,55,the notorious b i g warning,95fba1111bd27390,Top1000_HipHop,byte_identical,True,content_suffix
G0072,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Warning.mp3,The Notorious B.I.G. - Warning.mp3,The Notorious B.I.G. - Warning (Version 2).mp3,7362456,7.0,65,the notorious b i g warning,95fba1111bd27390,Top1000_HipHop,byte_identical,True,index_suffix
G0073,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Who Shot Ya？ (Official Audio).mp3,The Notorious B.I.G. - Who Shot Ya？ (Official Audio).mp3,The Notorious B.I.G. - Who Shot Ya？ (Official Audio).mp3,10196301,9.7,65,the notorious b i g who shot ya,bc6d0257a513e76e,Top1000_HipHop,byte_identical,True,content_suffix
G0073,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Who Shot Ya？.mp3,The Notorious B.I.G. - Who Shot Ya？.mp3,The Notorious B.I.G. - Who Shot Ya？ (Version 2).mp3,10196301,9.7,65,the notorious b i g who shot ya,bc6d0257a513e76e,Top1000_HipHop,byte_identical,True,index_suffix
G0074,C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - Cant Feel My Face.mp3,The Weeknd - Cant Feel My Face.mp3,The Weeknd - Cant Feel My Face (General).mp3,7644715,7.3,65,the weeknd cant feel my face,815874ac81ca4a47,Top1000,same_song_diff_size,True,subfolder_suffix
G0074,C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - Cant Feel My Face.mp3,The Weeknd - Cant Feel My Face.mp3,The Weeknd - Cant Feel My Face (Club).mp3,8129867,7.8,65,the weeknd cant feel my face,a70ed7074e96c184,Top1000_Club,same_song_diff_size,True,subfolder_suffix
G0075,C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - I Feel It Coming ft. Daft Punk.mp3,The Weeknd - I Feel It Coming ft. Daft Punk.mp3,The Weeknd - I Feel it Coming ft. Daft Punk (General).mp3,9978442,9.5,65,the weeknd i feel it coming ft daft punk,4768beeff762826c,Top1000,byte_identical,True,subfolder_suffix
G0075,C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - I Feel It Coming ft. Daft Punk.mp3,The Weeknd - I Feel It Coming ft. Daft Punk.mp3,The Weeknd - I Feel it Coming ft. Daft Punk (Club).mp3,9978442,9.5,65,the weeknd i feel it coming ft daft punk,4768beeff762826c,Top1000_Club,byte_identical,True,subfolder_suffix
G0076,C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,The Weeknd - Starboy ft. Daft Punk ft. Daft Punk (General).mp3,9219266,8.8,65,the weeknd starboy ft daft punk ft daft punk,5fe89c4d5658aa92,Top1000,byte_identical,True,subfolder_suffix
G0076,C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,The Weeknd - Starboy ft. Daft Punk ft. Daft Punk (Club).mp3,9219266,8.8,65,the weeknd starboy ft daft punk ft daft punk,5fe89c4d5658aa92,Top1000_Club,byte_identical,True,subfolder_suffix
G0077,"C:\Users\suppo\Downloads\New Music\Top1000\TOESUP, Smiley - Two Feet (DJ Dark Remix).mp3","TOESUP, Smiley - Two Feet (DJ Dark Remix).mp3","Toesup, Smiley - Two Feet (Dj Dark Remix).mp3",5456861,5.2,65,toesup smiley two feet,25397aa85bb06165,Top1000,same_song_diff_size,True,content_suffix
G0077,"C:\Users\suppo\Downloads\New Music\Top1000\TOESUP, Smiley - Two Feet.mp3","TOESUP, Smiley - Two Feet.mp3","Toesup, Smiley - Two Feet (Version 2).mp3",5957306,5.7,65,toesup smiley two feet,1f191b56fa8d3e34,Top1000,same_song_diff_size,True,index_suffix
G0078,C:\Users\suppo\Downloads\New Music\Top1000\Tove Lo - Habits - Hippie Sabotage Remix.mp3,Tove Lo - Habits - Hippie Sabotage Remix.mp3,Tove Lo - Habits - Hippie Sabotage Remix (General).mp3,8138001,7.8,65,tove lo habits hippie sabotage remix,61bec8f86991932a,Top1000,byte_identical,True,subfolder_suffix
G0078,C:\Users\suppo\Downloads\New Music\Top1000_Club\Tove Lo - Habits - Hippie Sabotage Remix.mp3,Tove Lo - Habits - Hippie Sabotage Remix.mp3,Tove Lo - Habits - Hippie Sabotage Remix (Club).mp3,8138001,7.8,65,tove lo habits hippie sabotage remix,61bec8f86991932a,Top1000_Club,byte_identical,True,subfolder_suffix
G0079,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - C.R.E.A.M. (Official HD Video).mp3,Wu-Tang Clan - C.R.E.A.M. (Official HD Video).mp3,Wu-tang Clan - C.r.e.a.m. (Music Video).mp3,9028979,8.6,55,wu tang clan c r e a m,f8362a085cb99b99,Top1000_HipHop,byte_identical,True,content_suffix
G0079,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - C.R.E.A.M..mp3,Wu-Tang Clan - C.R.E.A.M..mp3,Wu-tang Clan - C.r.e.a.m. (Version 2).mp3,9028979,8.6,65,wu tang clan c r e a m,f8362a085cb99b99,Top1000_HipHop,byte_identical,True,index_suffix
