original_path,original_name,proposed_name,confidence,parse_method,collision_status,duplicate_risk,source,issue_type,guessed_artist,guessed_title,filter_result,block_reasons
C:\Users\suppo\Downloads\New Music\Top1000_Country\Scotty McCreery - Can I Trust You With My Heart w⧸lyrics.mp3,Scotty McCreery - Can I Trust You With My Heart w⧸lyrics.mp3,Scotty Mccreery - Can I Trust You With My Heart W⧸lyrics.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Scotty McCreery,Can I Trust You With My Heart w⧸lyrics,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - In The Name Of Scotland (Official Video) ｜ Napalm Records.mp3,SERENITY - In The Name Of Scotland (Official Video) ｜ Napalm Records.mp3,Serenity - In the Name of Scotland Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SERENITY,In The Name Of Scotland ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Legacy Of Tudors (Official Live Video) ｜ Napalm Records.mp3,SERENITY - Legacy Of Tudors (Official Live Video) ｜ Napalm Records.mp3,Serenity - Legacy of Tudors Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SERENITY,Legacy Of Tudors ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Reflections (of AD) (Official Video) ｜ Napalm Records.mp3,SERENITY - Reflections (of AD) (Official Video) ｜ Napalm Records.mp3,Serenity - Reflections Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SERENITY,Reflections ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Ritter Tod und Teufel (Knightfall) (Official Video) ｜ Napalm Records.mp3,SERENITY - Ritter Tod und Teufel (Knightfall) (Official Video) ｜ Napalm Records.mp3,Serenity - Ritter Tod Und Teufel Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SERENITY,Ritter Tod und Teufel ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Souls and Sins (feat. Sascha Paeth & Michele Guaitoli) (Live Video) ｜ Napalm Records.mp3,SERENITY - Souls and Sins (feat. Sascha Paeth & Michele Guaitoli) (Live Video) ｜ Napalm Records.mp3,Serenity - Souls and Sins (Feat. Sascha Paeth & Michele Guaitoli) Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SERENITY,Souls and Sins (feat. Sascha Paeth & Michele Guaitoli) ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Spirit in the Flesh (Official Live Video) ｜ Napalm Records.mp3,SERENITY - Spirit in the Flesh (Official Live Video) ｜ Napalm Records.mp3,Serenity - Spirit in the Flesh Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SERENITY,Spirit in the Flesh ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The Fall Of Man (feat. Roy Khan) (Lyric Video) ｜ Napalm Records.mp3,SERENITY - The Fall Of Man (feat. Roy Khan) (Lyric Video) ｜ Napalm Records.mp3,Serenity - The Fall of Man (Feat. Roy Khan) Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SERENITY,The Fall Of Man (feat. Roy Khan) ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Club\Ship Wrek & Zookeepers - Ark ｜ Future Bass ｜ NCS - Copyright Free Music.mp3,Ship Wrek & Zookeepers - Ark ｜ Future Bass ｜ NCS - Copyright Free Music.mp3,Ship Wrek & Zookeepers - Ark ｜ Future Bass ｜ Ncs - Copyright Free Music.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Ship Wrek & Zookeepers,Ark ｜ Future Bass ｜ NCS - Copyright Free Music,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Addiction No. 1 (Official Video) ｜ Napalm Records.mp3,SIRENIA - Addiction No. 1 (Official Video) ｜ Napalm Records.mp3,Sirenia - Addiction No. 1 Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SIRENIA,Addiction No. 1 ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Deadlight (Official Video) ｜ Napalm Records.mp3,SIRENIA - Deadlight (Official Video) ｜ Napalm Records.mp3,Sirenia - Deadlight Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SIRENIA,Deadlight ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Twist in my Sobriety (Performance Video) ｜ Napalm Records.mp3,SIRENIA - Twist in my Sobriety (Performance Video) ｜ Napalm Records.mp3,Sirenia - Twist in My Sobriety Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SIRENIA,Twist in my Sobriety ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Wintry Heart (Performance Video) ｜ Napalm Records.mp3,SIRENIA - Wintry Heart (Performance Video) ｜ Napalm Records.mp3,Sirenia - Wintry Heart Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,SIRENIA,Wintry Heart ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000\Smiley - Walking To The Moon ｜ Official Visualizer.mp3,Smiley - Walking To The Moon ｜ Official Visualizer.mp3,Smiley - Walking to the Moon ｜ Official Visualizer.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Smiley,Walking To The Moon ｜ Official Visualizer,approved,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tech N9ne - Einstein ｜ OFFICIAL AUDIO.mp3,Tech N9ne - Einstein ｜ OFFICIAL AUDIO.mp3,Tech N9ne - Einstein ｜ Official Audio.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Tech N9ne,Einstein ｜ OFFICIAL AUDIO,approved,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tech N9ne - Speedom ｜ OFFICIAL AUDIO.mp3,Tech N9ne - Speedom ｜ OFFICIAL AUDIO.mp3,Tech N9ne - Speedom ｜ Official Audio.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Tech N9ne,Speedom ｜ OFFICIAL AUDIO,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\TEMPERANCE - Breaking The Rules Of Heavy Metal (Official Video) ｜ Napalm Records.mp3,TEMPERANCE - Breaking The Rules Of Heavy Metal (Official Video) ｜ Napalm Records.mp3,Temperance - Breaking the Rules of Heavy Metal Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,TEMPERANCE,Breaking The Rules Of Heavy Metal ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\TEMPERANCE - Darkness Is Just A Drawing (Official Video) ｜ Napalm Records.mp3,TEMPERANCE - Darkness Is Just A Drawing (Official Video) ｜ Napalm Records.mp3,Temperance - Darkness is Just a Drawing Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,TEMPERANCE,Darkness Is Just A Drawing ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\TEMPERANCE - Daruma (feat. Arjen Anthony Lucassen) (Official Video) ｜ Napalm Records.mp3,TEMPERANCE - Daruma (feat. Arjen Anthony Lucassen) (Official Video) ｜ Napalm Records.mp3,Temperance - Daruma (Feat. Arjen Anthony Lucassen) Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,TEMPERANCE,Daruma (feat. Arjen Anthony Lucassen) ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\TEMPERANCE - Diamanti (Official Video) ｜ Napalm Records.mp3,TEMPERANCE - Diamanti (Official Video) ｜ Napalm Records.mp3,Temperance - Diamanti Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,TEMPERANCE,Diamanti ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\TEMPERANCE - Full of Memories (Official Video) ｜ Napalm Records.mp3,TEMPERANCE - Full of Memories (Official Video) ｜ Napalm Records.mp3,Temperance - Full of Memories Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,TEMPERANCE,Full of Memories ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\TEMPERANCE - Pure Life Unfolds (Official Video) ｜ Napalm Records.mp3,TEMPERANCE - Pure Life Unfolds (Official Video) ｜ Napalm Records.mp3,Temperance - Pure Life Unfolds Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,TEMPERANCE,Pure Life Unfolds ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\TEMPERANCE - Set Yourself Free (Official Audio) ｜ Napalm Records.mp3,TEMPERANCE - Set Yourself Free (Official Audio) ｜ Napalm Records.mp3,Temperance - Set Yourself Free Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,TEMPERANCE,Set Yourself Free ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\The Allman Brothers Band - Jessica ｜ Live at Capitol Theatre (1979).mp3,The Allman Brothers Band - Jessica ｜ Live at Capitol Theatre (1979).mp3,The Allman Brothers Band - Jessica Live at Capitol Theatre.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,The Allman Brothers Band,Jessica ｜ Live at Capitol Theatre,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\The Allman Brothers Band - Jessica ｜ Live at University Of Florida Bandshell (1982).mp3,The Allman Brothers Band - Jessica ｜ Live at University Of Florida Bandshell (1982).mp3,The Allman Brothers Band - Jessica Live at University of Florida Bandshell.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,The Allman Brothers Band,Jessica ｜ Live at University Of Florida Bandshell,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\The Band - This Wheel's On Fire - 11⧸25⧸1976 - Winterland (Official).mp3,The Band - This Wheel's On Fire - 11⧸25⧸1976 - Winterland (Official).mp3,The Band - This Wheel's on Fire - 11-25-1976 - Winterland.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,The Band,This Wheel's On Fire - 11⧸25⧸1976 - Winterland,approved,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The D.O.C - Its Funky Enough ｜ ＊Best Quality＊.mp3,The D.O.C - Its Funky Enough ｜ ＊Best Quality＊.mp3,The D.o.c - Its Funky Enough ｜ ＊best Quality＊.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,The D.O.C,Its Funky Enough ｜ ＊Best Quality＊,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\THE DARK SIDE OF THE MOON - Can't Catch Me Now (Official Video) ｜ Napalm Records.mp3,THE DARK SIDE OF THE MOON - Can't Catch Me Now (Official Video) ｜ Napalm Records.mp3,The Dark Side of the Moon - Can't Catch Me Now Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,THE DARK SIDE OF THE MOON,Can't Catch Me Now ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\THE DARK SIDE OF THE MOON - Legends Never Die (Official Video) ｜ Napalm Records.mp3,THE DARK SIDE OF THE MOON - Legends Never Die (Official Video) ｜ Napalm Records.mp3,The Dark Side of the Moon - Legends Never Die Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,THE DARK SIDE OF THE MOON,Legends Never Die ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\THE DARK SIDE OF THE MOON feat. Fabienne Erni - New Horizons (Official Video) ｜ Napalm Records.mp3,THE DARK SIDE OF THE MOON feat. Fabienne Erni - New Horizons (Official Video) ｜ Napalm Records.mp3,The Dark Side of the Moon Feat. Fabienne Erni - New Horizons Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,THE DARK SIDE OF THE MOON feat. Fabienne Erni,New Horizons ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\THE DARK SIDE OF THE MOON ft. Charlotte Wessels - May It Be (Official Video) ｜ LOTR ｜ Napalm Records.mp3,THE DARK SIDE OF THE MOON ft. Charlotte Wessels - May It Be (Official Video) ｜ LOTR ｜ Napalm Records.mp3,The Dark Side of the Moon ft. Charlotte Wessels - May it Be Lotr Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,THE DARK SIDE OF THE MOON ft. Charlotte Wessels,May It Be ｜ LOTR ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\THE DARK SIDE OF THE MOON ft. Rusanda Panfili - Double Trouble⧸Lumos! (Official Video) Harry Potter.mp3,THE DARK SIDE OF THE MOON ft. Rusanda Panfili - Double Trouble⧸Lumos! (Official Video) Harry Potter.mp3,The Dark Side of the Moon ft. Rusanda Panfili - Double Trouble-lumos! Harry Potter.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,THE DARK SIDE OF THE MOON ft. Rusanda Panfili,Double Trouble⧸Lumos! Harry Potter,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Disco\The Jacksons⧸Jackson 5 - Shake Your Body Down To The Ground.mp3,The Jacksons⧸Jackson 5 - Shake Your Body Down To The Ground.mp3,The Jacksons⧸jackson 5 - Shake Your Body Down to the Ground.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,The Jacksons⧸Jackson 5,Shake Your Body Down To The Ground,approved,
C:\Users\suppo\Downloads\New Music\Top1000\The Way I Feel - Live ｜ The Digital Covid Show.mp3,The Way I Feel - Live ｜ The Digital Covid Show.mp3,The Way I Feel - Live ｜ the Digital Covid Show.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,The Way I Feel,Live ｜ The Digital Covid Show,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\THERION - Ayahuasca (Official Video) ｜ Napalm Records.mp3,THERION - Ayahuasca (Official Video) ｜ Napalm Records.mp3,Therion - Ayahuasca Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,THERION,Ayahuasca ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\THERION - Nummo (Official Video) ｜ Napalm Records.mp3,THERION - Nummo (Official Video) ｜ Napalm Records.mp3,Therion - Nummo Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,THERION,Nummo ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\THERION - Twilight Of The Gods (Official Video) ｜ Napalm Records.mp3,THERION - Twilight Of The Gods (Official Video) ｜ Napalm Records.mp3,Therion - Twilight of the Gods Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,THERION,Twilight Of The Gods ｜ Napalm Records,approved,
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Timeless Old Jazz Classics 🎷 Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Golden 50s–60s Hits.mp3","Timeless Old Jazz Classics 🎷 Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Golden 50s–60s Hits.mp3","Timeless Old Jazz Classics 🎷 Frank Sinatra, Nat King Cole, Louis Armstrong Golden 50s - 60s Hits.mp3",1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,"Timeless Old Jazz Classics 🎷 Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Golden 50s",60s Hits,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith - New Album： American Ride - You cant read my mind.mp3,Toby Keith - New Album： American Ride - You cant read my mind.mp3,Toby Keith - New Album： American Ride - You Cant Read My Mind.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Toby Keith,New Album： American Ride - You cant read my mind,approved,
C:\Users\suppo\Downloads\New Music\Top1000\TOESUP x @IOVA - Mondays ｜ Official Visualizer.mp3,TOESUP x @IOVA - Mondays ｜ Official Visualizer.mp3,Toesup X @iova - Mondays ｜ Official Visualizer.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,TOESUP x @IOVA,Mondays ｜ Official Visualizer,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\TWILIGHT FORCE - Magic of a New Dawn (Lyric Video) ｜ Napalm Records.mp3,TWILIGHT FORCE - Magic of a New Dawn (Lyric Video) ｜ Napalm Records.mp3,Twilight Force - Magic of a New Dawn Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,TWILIGHT FORCE,Magic of a New Dawn ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000\TYTE AND WIZZ HAVINN - Ask Around ｜ @DAREALTYTE.mp3,TYTE AND WIZZ HAVINN - Ask Around ｜ @DAREALTYTE.mp3,Tyte and Wizz Havinn - Ask Around ｜ @darealtyte.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,TYTE AND WIZZ HAVINN,Ask Around ｜ @DAREALTYTE,approved,
C:\Users\suppo\Downloads\New Music\Top1000\TYTE SpliffJit & C Stunna - Whole 9 ｜ @DAREALTYTE.mp3,TYTE SpliffJit & C Stunna - Whole 9 ｜ @DAREALTYTE.mp3,Tyte Spliffjit & C Stunna - Whole 9 ｜ @darealtyte.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,TYTE SpliffJit & C Stunna,Whole 9 ｜ @DAREALTYTE,approved,
C:\Users\suppo\Downloads\New Music\Top1000\Una Lady Como Tú - MTZ Manuel Turizo ｜ Video Oficial.mp3,Una Lady Como Tú - MTZ Manuel Turizo ｜ Video Oficial.mp3,Una Lady Como Tú - Mtz Manuel Turizo ｜ Video Oficial.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Una Lady Como Tú,MTZ Manuel Turizo ｜ Video Oficial,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\UNLEASH THE ARCHERS - Blood Empress (Official Video) ｜ Napalm Records.mp3,UNLEASH THE ARCHERS - Blood Empress (Official Video) ｜ Napalm Records.mp3,Unleash the Archers - Blood Empress Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,UNLEASH THE ARCHERS,Blood Empress ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\UNLEASH THE ARCHERS - Falsewave (Official Lyric Video) ｜ Napalm Records.mp3,UNLEASH THE ARCHERS - Falsewave (Official Lyric Video) ｜ Napalm Records.mp3,Unleash the Archers - Falsewave Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,UNLEASH THE ARCHERS,Falsewave ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\UNLEASH THE ARCHERS - Ghosts In The Mist (Official Performance Video) ｜ Napalm Records.mp3,UNLEASH THE ARCHERS - Ghosts In The Mist (Official Performance Video) ｜ Napalm Records.mp3,Unleash the Archers - Ghosts in the Mist Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,UNLEASH THE ARCHERS,Ghosts In The Mist ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\UNLEASH THE ARCHERS - Green & Glass (Official Video) ｜ Napalm Records.mp3,UNLEASH THE ARCHERS - Green & Glass (Official Video) ｜ Napalm Records.mp3,Unleash the Archers - Green & Glass Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,UNLEASH THE ARCHERS,Green & Glass ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\UNLEASH THE ARCHERS - Seeking Vengeance (Official Video) ｜ Napalm Records.mp3,UNLEASH THE ARCHERS - Seeking Vengeance (Official Video) ｜ Napalm Records.mp3,Unleash the Archers - Seeking Vengeance Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,UNLEASH THE ARCHERS,Seeking Vengeance ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Van Halen - Eruption⧸You Really Got Me.mp3,Van Halen - Eruption⧸You Really Got Me.mp3,Van Halen - Eruption⧸you Really Got Me.mp3,1.0,standard,no_change,none,phase4_elevated,NO_CHANGE,Van Halen,Eruption⧸You Really Got Me,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VICTORIUS - Dinos and Dragons (Official Video) ｜ Napalm Records.mp3,VICTORIUS - Dinos and Dragons (Official Video) ｜ Napalm Records.mp3,Victorius - Dinos and Dragons Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VICTORIUS,Dinos and Dragons ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VICTORIUS - Mighty Magic Mammoth (Official Video) ｜ Napalm Records.mp3,VICTORIUS - Mighty Magic Mammoth (Official Video) ｜ Napalm Records.mp3,Victorius - Mighty Magic Mammoth Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VICTORIUS,Mighty Magic Mammoth ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VICTORIUS - Night Of The Nuclear Ninja (Official Lyric Video) ｜ Napalm Records.mp3,VICTORIUS - Night Of The Nuclear Ninja (Official Lyric Video) ｜ Napalm Records.mp3,Victorius - Night of the Nuclear Ninja Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VICTORIUS,Night Of The Nuclear Ninja ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VICTORIUS - Victorious Dinogods (Official Lyric Video) ｜ Napalm Records.mp3,VICTORIUS - Victorious Dinogods (Official Lyric Video) ｜ Napalm Records.mp3,Victorius - Victorious Dinogods Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VICTORIUS,Victorious Dinogods ｜ Napalm Records,approved,
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Vintage Old Jazz Memories ｜ Golden Era 50s–60s–70s ｜ Frank Sinatra, Louis Armstrong, Nat King Cole.mp3","Vintage Old Jazz Memories ｜ Golden Era 50s–60s–70s ｜ Frank Sinatra, Louis Armstrong, Nat King Cole.mp3","Vintage Old Jazz Memories Golden Era 50s - 60s - 70s Frank Sinatra, Louis Armstrong, Nat King Cole.mp3",1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,Vintage Old Jazz Memories ｜ Golden Era 50s,"60s - 70s ｜ Frank Sinatra, Louis Armstrong, Nat King Cole",approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS - Armada (Official Video) ｜ Napalm Records.mp3,VISIONS OF ATLANTIS - Armada (Official Video) ｜ Napalm Records.mp3,Visions of Atlantis - Armada Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VISIONS OF ATLANTIS,Armada ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS - Clocks (Official Video) ｜ Napalm Records.mp3,VISIONS OF ATLANTIS - Clocks (Official Video) ｜ Napalm Records.mp3,Visions of Atlantis - Clocks Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VISIONS OF ATLANTIS,Clocks ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS - Hellfire (Official Video) ｜ Napalm Records.mp3,VISIONS OF ATLANTIS - Hellfire (Official Video) ｜ Napalm Records.mp3,Visions of Atlantis - Hellfire Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VISIONS OF ATLANTIS,Hellfire ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS - Legion Of The Seas (Official Video)｜ Napalm Records.mp3,VISIONS OF ATLANTIS - Legion Of The Seas (Official Video)｜ Napalm Records.mp3,Visions of Atlantis - Legion of the Seas Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VISIONS OF ATLANTIS,Legion Of The Seas ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS - Master the Hurricane (Official Video) ｜ Napalm Records.mp3,VISIONS OF ATLANTIS - Master the Hurricane (Official Video) ｜ Napalm Records.mp3,Visions of Atlantis - Master the Hurricane Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VISIONS OF ATLANTIS,Master the Hurricane ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS - Melancholy Angel (Official Video) ｜ Napalm Records.mp3,VISIONS OF ATLANTIS - Melancholy Angel (Official Video) ｜ Napalm Records.mp3,Visions of Atlantis - Melancholy Angel Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VISIONS OF ATLANTIS,Melancholy Angel ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS - MONSTERS (Official Video) ｜ Napalm Records.mp3,VISIONS OF ATLANTIS - MONSTERS (Official Video) ｜ Napalm Records.mp3,Visions of Atlantis - Monsters Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VISIONS OF ATLANTIS,MONSTERS ｜ Napalm Records,approved,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS - Pirates Will Return (Official Live Video) ｜ Napalm Records.mp3,VISIONS OF ATLANTIS - Pirates Will Return (Official Live Video) ｜ Napalm Records.mp3,Visions of Atlantis - Pirates Will Return Napalm Records.mp3,1.0,standard,illegal_chars,none,phase4_elevated,ILLEGAL_CHAR,VISIONS OF ATLANTIS,Pirates Will Return ｜ Napalm Records,approved,
