track_id,artist,title,primary_genre,current_subgenre,candidate_aligned_subgenre,ambiguity_reason,confidence,recommended_action
2366,Jonathan Parker,Jonathan Parker - Long Gone,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2356,Jonathan Parker & The Belairs,Johathan Parker - They'll Never Play My Songs in Nashville,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2378,Justin Moore,Justin Moore - Bait A Hook,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2379,Justin Moore,Justin Moore - The Ones That Didn’t Make It Back Home,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2380,Kane Brown,Kane Brown - Lose It,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2384,Kenny Chesney & Uncle Kracker,Kenny Chesney & Uncle Kracker - When the Sun Goes Down,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2385,Kenny Chesney & Uncle Kracker,Kenny Chesney - When the Sun Goes Down,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2395,Kid Rock,Kid Rock - Stand The Pain,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2396,Kid Rock,Kid Rock - Tennessee Mountain Top,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2400,Kip Moore,Kip Moore - Somethin' Bout A Truck,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2405,Lee Brice,Lee Brice - One of Them Girls,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2409,Little Big Town,Little Big Town - Boondocks,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2413,Little Texas,Little Texas - God Blessed Texas,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2414,Little Texas,Little Texas - Life Goes On,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2415,Lonestar,Lonestar - When Cowboy's Didn't Dance,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2418,Luke Bryan,Luke Bryan - All My Friends Say,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2419,Luke Bryan,Luke Bryan - Country Man,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2420,Luke Bryan,"Luke Bryan - Huntin', Fishin' And Lovin' Every Day",Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2421,Luke Bryan,Luke Bryan - Rain Is a Good Thing,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2422,Luke Bryan,Luke Bryan - What Makes You Country,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2423,Luke Combs,Luke Combs - When It Rains It Pours,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2424,Luke Stricklin,Luke Stricklin - American By God's Amazing Grace,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2429,Mark Chesnutt,Mark Chesnutt - Goin' Through The Big D,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2431,Marty Stuart,Marty Stuart - Now That's Country,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2432,Marty Stuart featuring Travis Tritt,Marty Stuart ft. Travis Tritt - This One's Gonna Hurt You ,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2436,Michael Ray,Michael Ray - Think A Little Less,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2438,Miranda Lambert,Miranda Lambert - Kerosene,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2442,Montgomery Gentry,Montgomery Gentry - Better Me,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2443,Montgomery Gentry,Montgomery Gentry - Daddy Won't Sell the Farm,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2444,Montgomery Gentry,Montgomery Gentry - King of the World,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2445,Montgomery Gentry,Montgomery Gentry - She Couldn't Change Me,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2446,Montgomery Gentry,Montgomery Gentry - What Do Ya Think About That,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2447,Montgomery Gentry,Montgomery Gentry - Where I Come From,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2448,Moonshine Bandits,Moonshine Bandits - Dead Man's Hand,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2449,Moonshine Bandits,Moonshine Bandits - I'm a HellRazor,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2456,Ned LeDoux,Ned LeDoux - Old Fashioned,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2463,Nitty Gritty Dirt Band,Nitty Gritty Dirt Band - Fishin' In The Dark,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2476,Patty Loveless,Patty Loveless - I Try To Think About Elvis,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2500,Randy Houser,Randy Houser - We Went,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2501,Randy Houser,Randy Houser - Whistlin' Dixie,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2502,Rascal Flatts,Rascal Flatts - Fast Cars and Freedom,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2508,Rhett Akins,Rhett Atkins - That Ain't My Truck,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2509,Rick Trevino,Rick Trevino - Bobbie Ann Mason,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2510,Rick Trevino,Rick Trevino - Just Enough Rope,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2512,Rick Trevino,Rick Trevino - Running out of Reasons to Run,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2513,Ricochet,Ricochet - Daddy's Money,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2519,Rodney Atkins,Rodney Atkins - Cleaning This Gun,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2520,Rodney Atkins,Rodney Atkins - Farmer's Daughter,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2521,Rodney Atkins,Rodney Atkins - If You're Going Through Hell,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2522,Rodney Atkins,Rodney Atkins - Take A Back Road,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2529,Ryan Upchurch,Ryan Upchurch - Hollerboys,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2535,Sammy Kershaw,Sammy Kershaw - Queen Of My Double Wide Trailer,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2536,Sammy Kershaw,Sammy Kershaw - Third Rate Romance,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2537,Sara Evans,Sara Evans - Suds In The Bucket,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2539,Sawyer Brown,Sawyer Brown - Hard to Say ,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2540,Sawyer Brown,Sawyer Brown - Some Girls Do,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2542,Sawyer Brown,Sawyer Brown - Thank God For You,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2541,Sawyer Brown,Sawyer Brown - Thank God For You ,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2543,Sawyer Brown,Sawyer Brown - The Race Is On,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2544,Sawyer Brown,Sawyer Brown - This Thing Called Wantin' and Havin' It All,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2568,Steve Azar,Steve Azar - I Don't Have To Be Me Till Monday ,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2585,The Kentucky Headhunters,The Kentucky Headhunters - Dumas Walker,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2596,The Tractors,The Tractors - Baby Likes To Rock It,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2601,Tim McGraw,Tim McGraw - Refried Dreams,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2602,Tim McGraw,Tim McGraw - Something Like That,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2600,Tim McGraw,Tim Mcgraw - Indian Outlaw,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2603,Tim McGraw,Tim Mcgraw - Where The Green Grass Grows,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2605,Toby Keith,Toby Keith - A Few More Cowboys,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2606,Toby Keith,Toby Keith - American Soldier,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2607,Toby Keith,Toby Keith - As Good As I Once Was,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2608,Toby Keith,Toby Keith - Beers Ago,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2609,Toby Keith,Toby Keith - Big Ol' Truck,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2610,Toby Keith,Toby Keith - How Do You Like Me Now,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2611,Toby Keith,Toby Keith - I'm Just Talkin' About Tonight,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2612,Toby Keith,Toby Keith - That's Country Bro,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2613,Toby Keith,Toby Keith - Wacky Tobaccy,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2614,Toby Keith,Toby Keith - Wish I Didn't Know Now,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2615,Toby Keith,Toby Keith - You Ain't Much Fun,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2616,Toby Keith,Toby Kieth - A Little Less Talk and a Lot More Action,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2618,Toby Keith,Toby Kieth - My List,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2619,Toby Keith,Toby Kieth - Who's Your Daddy,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2617,Toby Keith & Willie Nelson,Toby Kieth - Beer For My Horses,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2708,Trace Adkins,Trace Adkins - Empty Chairs,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2710,Trace Adkins,Trace Adkins - Songs About Me,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2711,Trace Adkins,Trace Adkins - Whoop A Man's Ass,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2712,Tracy Byrd,Tracy Bryd - I'm From The Country,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2713,Tracy Byrd,Tracy Byrd - All American Texan,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2714,Tracy Byrd,Tracy Byrd - Don't Take Her She's All I Got,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2715,Tracy Byrd,Tracy Byrd - Lifestyles Of The Not So Rich and Famous,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2716,Tracy Byrd,Tracy Byrd - Ten Rounds With Jose Cuervo,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2717,Tracy Byrd,Tracy Byrd - The Truth About Men,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2718,Tracy Byrd,Tracy Byrd - Watermelon Crawl,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2719,Tracy Lawrence,Tracy Lawrence - Find Out Who Your Friends Are,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2720,Tracy Lawrence,Tracy Lawrence - If The Good Die Young,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2721,Tracy Lawrence,Tracy Lawrence - Paint Me A Birmingham,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2722,Tracy Lawrence,"Tracy Lawrence - Renegades, Rebels and Rogues",Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2305,Travis Tritt,Here's A Quarter - Travis Tritt,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2723,Travis Tritt,Travis Tritt - Anymore,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2724,Travis Tritt,Travis Tritt - Country Ain't Country,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2725,Travis Tritt,Travis Tritt - Country Club,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2726,Travis Tritt,Travis Tritt - Help Me Hold On,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2727,Travis Tritt,Travis Tritt - It's a Great Day to be Alive,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2728,Travis Tritt,Travis Tritt - Modern Day Bonnie and Clyde,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2729,Travis Tritt,Travis Tritt - Put Some Drive in Your Country,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2730,Travis Tritt,Travis Tritt - T-R-O-U-B-L-E,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2731,Travis Tritt,Travis Tritt - Take It Easy,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2732,Travis Tritt,Travis Tritt - Tell Me You Didnt Say Goodbye,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2733,Travis Tritt,Travis Tritt - Ten Feet Tall And Bulletproof,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2734,Travis Tritt,Travis Tritt - The Whiskey Ain't Workin' Anymore,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2527,Upchurch,Ryan Upchurch - Black Sheep,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2528,Upchurch,Ryan Upchurch - Cowboy Movies,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2530,Upchurch,Ryan Upchurch - Love Her Again,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2531,Upchurch,Ryan Upchurch - Real Country,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2532,Upchurch,Ryan Upchurch - Same Ol Same Ol,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2754,Van Zant,Van Zant - These Colors Dont Run,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2755,Vince Gill,Vince Gill - One More Last Chance,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2762,Whiskey Myers,Whiskey Myers - Ballad of a Southern Man,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2764,Whiskey Myers,Whiskey Myers - Guitar Picker,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2765,Whiskey Myers,Whiskey Myers - Mud,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2767,Whitey Morgan and the 78's,Whitey Morgan - Sinner,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2769,Zac Brown Band,Zac Brown Band - Chicken Fried,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2770,Zac Brown Band,Zac Brown Band - Heavy Is The Head,Country,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2862,Unknown,Daft Punk - Contact,Electronic,,,Placeholder artist — no reliable pattern,none,Manual subgenre assignment needed
1926,Aaron Lewis,Aaron Lewis - Am I The Only One,Folk,,,Genre 'Folk' has no subgenres defined in DB,none,Define subgenres for this genre first
2872,Unknown,Joni Mitchell - A Case of You Lyrics,Folk,,,Genre 'Folk' has no subgenres defined in DB,none,Define subgenres for this genre first
1943,Adam Calhoun,Adam Calhoun feat. Demun Jones Brodnax Dusty Leigh - Gumbo,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2499,Adam Calhoun,Ramble On - Adam Calhoun,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1944,Adam Calhoun & Demun Jones,"Adam Calhoun, Demun Jones, & Upchurch - World Went to Waste 2.0",Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1945,Afroman,Afroman - Because I Got High,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
1955,Akon featuring Eminem,Akon ft Eminem - Smack That ,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2026,Brandon Hart,Brandon Hart - Crazy,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2028,Brandon Hart,Brandon Hart - Dealing With,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2030,Brandon Hart,Brandon Hart - Opener,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2031,Brandon Hart,Brandon Hart - Slow,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2047,Bubba Sparxxx,Bubba Sparxxx Ft  Jj Lawhorn  - Past Is Practice,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2069,Chamillionaire,Chamillionaire - Good Morning,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2070,Chamillionaire,Chamillionaire - Ridin' Dirty,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2119,Coolio,Coolio - Fantastic Voyage,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2160,Dax & Tom MacDonald,Dax - Propaganda Feat. Tom MacDonald,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2176,Demun Jones,Demun Jones - Feeling Good,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2177,Demun Jones,Demun Jones - Jessica,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2179,Demun Jones,Demun Jones - RedWhiteBlue,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2183,Demun Jones,Demun Jones - We Them Boys,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2181,Demun Jones & Long Cut,Demun Jones - The Leaves,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2173,Demun Jones & Upchurch,Demun Jones & Upchurch  - Off Road,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2741,Demun Jones & Upchurch,Upchruch _ Demun Jones - An Outlaw's Song,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2206,Durte,DurtE - How Dirtbagz Roll,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2216,Eminem,Eminem - Without Me,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2838,Hopsin,Hopsin - Ill Mind of Hopsin 5,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2175,Jawga Boyz,Demun Jones - Country First,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2335,Jawga Boyz,Jawga Boys - Welcome 2 Jawga,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2341,Jelly Roll,Jelly Roll  - Train Tracks,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2343,Jelly Roll,Jelly Roll - Creature,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2342,Jelly Roll & Struggle Jennings,Jelly Roll & Struggle Jennings - Enemy,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2848,Mic Manik,Mic Manik - Redneck Remix,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2504,Mic Manik,Redneck Remix - Mic Manik,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2437,Mini Thin,Mini Thin - Redneck Life,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2457,Nelly,Nelly - Country Grammar,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2469,Overtime,OverTime - Blue Collar,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2470,Overtime,OverTime - County Line,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2471,Overtime,OverTime - Divided We Fall,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2473,Overtime,OverTime - The Foundation,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2466,Overtime,Overtime - American Bloodline,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2467,Overtime & Bubba Sparxxx,OverTime - American Strong,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2475,Paperboy,Paperboy - Ditty,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2581,T-Pain,T Pain - Bartender_,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2217,Tom MacDonald,End Of The World - Tom MacDonald,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2538,Tom MacDonald,Save A Life - Tom MacDonald,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2548,Tom MacDonald,See God - Tom MacDonald,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2572,Tom MacDonald,Still Me - Tom MacDonald,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2573,Tom MacDonald,Still The One - Tom MacDonald,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2590,Tom MacDonald,The Machine - Tom MacDonald,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2595,Tom MacDonald,The System - Tom MacDonald,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2624,Tom MacDonald,Tom MacDonald -  Buttholes,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2626,Tom MacDonald,Tom MacDonald - American Dreamz,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2629,Tom MacDonald,Tom MacDonald - Angels,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2631,Tom MacDonald,Tom MacDonald - Average Boy,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2633,Tom MacDonald,Tom MacDonald - Best Rapper Ever,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2634,Tom MacDonald,Tom MacDonald - Castles,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2636,Tom MacDonald,Tom MacDonald - Dear Rappers,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2637,Tom MacDonald,Tom MacDonald - Dirty Money,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2638,Tom MacDonald,Tom MacDonald - End Of The World,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2639,Tom MacDonald,Tom MacDonald - Everybody Hates Me,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2641,Tom MacDonald,Tom MacDonald - Fighter,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2642,Tom MacDonald,Tom MacDonald - Freedom's Not For Sale,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2643,Tom MacDonald,Tom MacDonald - Freedoms Not For Sale,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2646,Tom MacDonald,Tom MacDonald - Gravestones,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2648,Tom MacDonald,Tom MacDonald - Hatred,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2649,Tom MacDonald,Tom MacDonald - Helluvit,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2652,Tom MacDonald,Tom MacDonald - I Dont Care,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2653,Tom MacDonald,Tom MacDonald - I Hate Hip Hop,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2654,Tom MacDonald,Tom MacDonald - I Wish,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2655,Tom MacDonald,Tom MacDonald - Im Corny,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2656,Tom MacDonald,Tom MacDonald - Im Sorry,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2657,Tom MacDonald,Tom MacDonald - Luck You,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2659,Tom MacDonald,Tom MacDonald - Money,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2660,Tom MacDonald,Tom MacDonald - My Fans,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2663,Tom MacDonald,Tom MacDonald - Names,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2664,Tom MacDonald,Tom MacDonald - No Lives Matter,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2666,Tom MacDonald,Tom MacDonald - No Response,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2667,Tom MacDonald,Tom MacDonald - People So Stupid,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2668,Tom MacDonald,Tom MacDonald - Politically Incorrect,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2671,Tom MacDonald,Tom MacDonald - Riot,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2672,Tom MacDonald,Tom MacDonald - Save A Life,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2675,Tom MacDonald,Tom MacDonald - See God,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2676,Tom MacDonald,Tom MacDonald - Sellout,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2677,Tom MacDonald,Tom MacDonald - Sheeple,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2680,Tom MacDonald,Tom MacDonald - Still Me,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2681,Tom MacDonald,Tom MacDonald - Still The One,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2682,Tom MacDonald,Tom MacDonald - The Machine,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2683,Tom MacDonald,Tom MacDonald - The Music Industry,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2685,Tom MacDonald,Tom MacDonald - The System,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2687,Tom MacDonald,Tom MacDonald - This House,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
2690,Tom MacDonald,Tom MacDonald - Trying To Kill Me,Hip-Hop,,,No artist-pattern evidence in current data,none,Manual subgenre assignment needed
