file_path,primary_file,reason,confidence,recommended_action,notes,priority_score
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs W&W - Arcade.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs W&W - Arcade.mp3,Selected as primary for group G0115. quality=65; size=7.4MB; not temp file; margin=1,low,KEEP_PRIMARY,"Group G0115, role=primary, state=NEEDS_REVIEW, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs W&W - Waves.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs W&W - Arcade.mp3,Group G0115: alternate copy. Primary=Dimitri Vegas & Like Mike vs W&W - Arcad,low,ARCHIVE_DUPLICATE,"Group G0115, role=alternate, state=COMPLEX_DUPLICATE, source=near_duplicate. Alt name: Dimitri Vegas & Like Mike vs W&W - Waves",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\Imagine Dragons - Believer.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Imagine Dragons - Believer.mp3,Group G0037: alternate copy. Primary=Imagine Dragons - Believer.mp3,low,ARCHIVE_DUPLICATE,"Group G0037, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Imagine Dragons - Believer (Club).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\Major Lazer - Cold Water.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Major Lazer - Cold Water.mp3,Group G0044: alternate copy. Primary=Major Lazer - Cold Water.mp3,low,ARCHIVE_DUPLICATE,"Group G0044, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Major Lazer - Cold Water (Club).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\Marshmello - Alone.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Marshmello - Alone.mp3,Group G0045: alternate copy. Primary=Marshmello - Alone.mp3,low,ARCHIVE_DUPLICATE,"Group G0045, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Marshmello - Alone (Club).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\Martin Garrix - Now That I've Found You.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Club\Martin Garrix - Now That Ive Found You.mp3,Group G0182: alternate copy. Primary=Martin Garrix - Now That Ive Found You.m,low,ARCHIVE_DUPLICATE,"Group G0182, role=alternate, state=COMPLEX_DUPLICATE, source=near_duplicate. Alt name: Martin Garrix - Now That I've Found You ",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\Martin Garrix - Now That Ive Found You.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Club\Martin Garrix - Now That Ive Found You.mp3,Selected as primary for group G0182. quality=65; size=7.1MB; not temp file; margin=0,low,KEEP_PRIMARY,"Group G0182, role=primary, state=NEEDS_REVIEW, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Club\Mike Posner - I Took A Pill In Ibiza.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Mike Posner - I Took A Pill In Ibiza.mp3,Group G0048: alternate copy. Primary=Mike Posner - I Took A Pill In Ibiza.mp3,low,ARCHIVE_DUPLICATE,"Group G0048, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Mike Posner - I Took A Pill In Ibiza (Cl",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\Sam Feldt X Lucas & Steve feat Wulf - Summer on You.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Club\Sam Feldt X Lucas & Steve feat Wulf - Summer on You.mp3,Selected as primary for group G0065. quality=65; size=6.2MB; not temp file; margin=1,low,KEEP_PRIMARY,"Group G0065, role=primary, state=NEEDS_REVIEW, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Club\Sam Feldt x Lucas & Steve feat. Wulf - Summer On You.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Club\Sam Feldt X Lucas & Steve feat Wulf - Summer on You.mp3,Group G0065: alternate copy. Primary=Sam Feldt X Lucas & Steve feat Wulf - Su,low,ARCHIVE_DUPLICATE,"Group G0065, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Sam Feldt x Lucas & Steve feat. Wulf - S",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers & Coldplay - Something Just Like This.mp3,C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers & Coldplay - Something Just Like This.mp3,Group G0067: alternate copy. Primary=The Chainsmokers & Coldplay - Something ,low,ARCHIVE_DUPLICATE,"Group G0067, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: The Chainsmokers & Coldplay - Something ",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers - Closer ft. Halsey.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers - Closer ft. Halsey.mp3,Selected as primary for group G0068. quality=65; size=8.8MB; not temp file; margin=1,low,KEEP_PRIMARY,"Group G0068, role=primary, state=NEEDS_REVIEW, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers - Dont Let Me Down ft. Daya.mp3,C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers - Dont Let Me Down ft. Daya.mp3,Group G0069: alternate copy. Primary=The Chainsmokers - Dont Let Me Down ft. ,low,ARCHIVE_DUPLICATE,"Group G0069, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: The Chainsmokers - Dont Let Me Down ft. ",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - Cant Feel My Face.mp3,C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - Cant Feel My Face.mp3,Group G0074: alternate copy. Primary=The Weeknd - Cant Feel My Face.mp3,low,ARCHIVE_DUPLICATE,"Group G0074, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: The Weeknd - Cant Feel My Face (Club).mp",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - I Feel It Coming ft. Daft Punk.mp3,C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - I Feel It Coming ft. Daft Punk.mp3,Group G0075: alternate copy. Primary=The Weeknd - I Feel It Coming ft. Daft P,low,ARCHIVE_DUPLICATE,"Group G0075, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: The Weeknd - I Feel It Coming ft. Daft P",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,Group G0076: alternate copy. Primary=The Weeknd - Starboy ft. Daft Punk ft. D,low,ARCHIVE_DUPLICATE,"Group G0076, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: The Weeknd - Starboy ft. Daft Punk ft. D",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\Tove Lo - Habits - Hippie Sabotage Remix.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Tove Lo - Habits - Hippie Sabotage Remix.mp3,Group G0078: alternate copy. Primary=Tove Lo - Habits - Hippie Sabotage Remix,low,ARCHIVE_DUPLICATE,"Group G0078, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Tove Lo - Habits - Hippie Sabotage Remix",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\W&W & MOTi - Spack Jarrow.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Club\W&W and MOTi - Spack Jarrow.mp3,Group G0091: alternate copy. Primary=W&W and MOTi - Spack Jarrow.mp3,low,ARCHIVE_DUPLICATE,"Group G0091, role=alternate, state=COMPLEX_DUPLICATE, source=near_duplicate. Alt name: W&W & MOTi - Spack Jarrow (Club).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_Club\W&W and MOTi - Spack Jarrow.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Club\W&W and MOTi - Spack Jarrow.mp3,Selected as primary for group G0091. quality=65; size=9.2MB; not temp file; margin=3,low,KEEP_PRIMARY,"Group G0091, role=primary, state=NEEDS_REVIEW, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Chris Janson - ＂Buy Me A Boat＂.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Chris Janson - ＂Buy Me A Boat＂.mp3,Selected as primary for group G0014. quality=59; size=6.6MB; not temp file; margin=0,low,KEEP_PRIMARY,"Group G0014, role=primary, state=NEEDS_REVIEW, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Chris Janson - ＂Power of Positive Drinkin＂.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Chris Janson - ＂Buy Me A Boat＂.mp3,Group G0014: alternate copy. Primary=Chris Janson - ＂Buy Me A Boat＂.mp3,low,ARCHIVE_DUPLICATE,"Group G0014, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Chris Janson - ＂Power of Positive Drinki",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin - A Little More Country Than That (Official Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin - A Little More Country Than That.mp3,Group G0028: alternate copy. Primary=Easton Corbin - A Little More Country Th,high,ARCHIVE_DUPLICATE,"Group G0028, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Easton Corbin - A Little More Country Th",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin - A Little More Country Than That.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin - A Little More Country Than That.mp3,Selected as primary for group G0028. quality=65; size=5.0MB; not temp file; margin=1500,high,KEEP_PRIMARY,"Group G0028, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Eric Church - Over When It's Over (Music Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Eric Church - Over When Its Over.mp3,Group G0167: alternate copy. Primary=Eric Church - Over When Its Over.mp3,high,ARCHIVE_DUPLICATE,"Group G0167, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Eric Church - Over When It's Over (Music",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits (Official Lyric Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits.mp3,Group G0039: alternate copy. Primary=Kacey Musgraves - Biscuits.mp3,high,ARCHIVE_DUPLICATE,"Group G0039, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Kacey Musgraves - Biscuits (Official Lyr",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits.mp3,Selected as primary for group G0039. quality=65; size=6.5MB; not temp file; margin=500,high,KEEP_PRIMARY,"Group G0039, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Til It's Gone (Official Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Til Its Gone.mp3,Group G0178: alternate copy. Primary=Kenny Chesney - Til Its Gone.mp3,high,ARCHIVE_DUPLICATE,"Group G0178, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Kenny Chesney - Til It's Gone (Official ",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Way Down Here.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Way Down Here.mp3,Selected as primary for group G0041. quality=65; size=10.0MB; not temp file; margin=1000,high,KEEP_PRIMARY,"Group G0041, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Post Monroe： ＂Dixie Dust＂.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Post Monroe： ＂Dixie Dust＂.mp3,Selected as primary for group G0062. size=7.5MB; not temp file; margin=0,low,KEEP_PRIMARY,"Group G0062, role=primary, state=NEEDS_REVIEW, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Post Monroe： ＂Red Hot American Summer＂.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Post Monroe： ＂Dixie Dust＂.mp3,Group G0062: alternate copy. Primary=Post Monroe： ＂Dixie Dust＂.mp3,low,ARCHIVE_DUPLICATE,"Group G0062, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Post Monroe： ＂Red Hot American Summer＂ (",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\kenny chesney way down here.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Way Down Here.mp3,Group G0041: alternate copy. Primary=Kenny Chesney - Way Down Here.mp3,high,ARCHIVE_DUPLICATE,"Group G0041, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: kenny chesney way down here (Country).mp",2
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Michael Jackson - Billie Jean.mp3,C:\Users\suppo\Downloads\New Music\Top1000\Michael Jackson - Billie Jean.mp3,Group G0047: alternate copy. Primary=Michael Jackson - Billie Jean.mp3,low,ARCHIVE_DUPLICATE,"Group G0047, role=alternate, state=COMPLEX_DUPLICATE, source=collision. Alt name: Michael Jackson - Billie Jean (Disco).mp",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,Selected as primary for group G0093. quality=55; size=10.2MB; not temp file; margin=4000,high,KEEP_PRIMARY,"Group G0093, role=primary, state=RESOLVED_PRIMARY, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version) (Alt 1).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,Group G0093: alternate copy. Primary=Denim and Leather-Saxon (studio version),high,ARCHIVE_DUPLICATE,"Group G0093, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Denim and Leather-Saxon (studio version)",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dio - The Last In Line (Alt 1).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dio - The Last In Line.mp3,Group G0090: alternate copy. Primary=Dio - The Last In Line.mp3,high,ARCHIVE_DUPLICATE,"Group G0090, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Dio - The Last In Line (Alt 1).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Heaven and Hell - Black Sabbath lyrics.temp.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Heaven and Hell - Black Sabbath lyrics.mp3,Group G0117: alternate copy. Primary=Heaven and Hell - Black Sabbath lyrics.m,high,ARCHIVE_DUPLICATE,"Group G0117, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Heaven and Hell - Black Sabbath lyrics (",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.mp3,Selected as primary for group G0083. size=5.5MB; not temp file; margin=3500,high,KEEP_PRIMARY,"Group G0083, role=primary, state=RESOLVED_PRIMARY, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics (Alt 1).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.mp3,Group G0083: alternate copy. Primary=Kiss Deuce lyrics.mp3,high,ARCHIVE_DUPLICATE,"Group G0083, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Kiss Deuce lyrics (Alt 1).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Led Zeppelin - Rock and Roll HQ.temp.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Led Zeppelin - Rock and Roll HQ.mp3,Group G0108: alternate copy. Primary=Led Zeppelin - Rock and Roll HQ.mp3,high,ARCHIVE_DUPLICATE,"Group G0108, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Led Zeppelin - Rock and Roll HQ (Alt 1).",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Nirvana - Smells Like Teen Spirit (Official Music Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000\Nirvana - Smells Like Teen Spirit.mp3,Group G0061: alternate copy. Primary=Nirvana - Smells Like Teen Spirit.mp3,high,ARCHIVE_DUPLICATE,"Group G0061, role=alternate, state=RESOLVED_ALTERNATE, source=collision. Alt name: Nirvana - Smells Like Teen Spirit (Offic",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].mp3,Selected as primary for group G0094. size=11.7MB; not temp file; margin=3999,high,KEEP_PRIMARY,"Group G0094, role=primary, state=RESOLVED_PRIMARY, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].temp.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].mp3,Group G0094: alternate copy. Primary=Pantera - 5 Minutes Alone (Official Musi,high,ARCHIVE_DUPLICATE,"Group G0094, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Pantera - 5 Minutes Alone (Official Musi",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,Selected as primary for group G0063. quality=65; size=9.5MB; not temp file; margin=1299,high,KEEP_PRIMARY,"Group G0063, role=primary, state=RESOLVED_PRIMARY, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Savatage - Hall Of The Mountain King.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Savatage - Hall Of The Mountain King.mp3,Selected as primary for group G0113. quality=65; size=9.8MB; not temp file; margin=4000,high,KEEP_PRIMARY,"Group G0113, role=primary, state=RESOLVED_PRIMARY, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Savatage - Hall Of The Mountain King.temp.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Savatage - Hall Of The Mountain King.mp3,Group G0113: alternate copy. Primary=Savatage - Hall Of The Mountain King.mp3,high,ARCHIVE_DUPLICATE,"Group G0113, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Savatage - Hall Of The Mountain King (Al",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer - Hell Awaits.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer - Hell Awaits.mp3,Selected as primary for group G0085. quality=65; size=10.4MB; not temp file; margin=4000,high,KEEP_PRIMARY,"Group G0085, role=primary, state=RESOLVED_PRIMARY, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer - Hell Awaits (Alt 1).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer - Hell Awaits.mp3,Group G0085: alternate copy. Primary=Slayer - Hell Awaits.mp3,high,ARCHIVE_DUPLICATE,"Group G0085, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: Slayer - Hell Awaits (Alt 1).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Steppenwolf - Born To Be Wild.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Steppenwolf - Born To Be Wild.mp3,Selected as primary for group G0066. quality=65; size=6.3MB; not temp file; margin=0,low,KEEP_PRIMARY,"Group G0066, role=primary, state=NEEDS_REVIEW, source=collision. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\UFO - Doctor Doctor.mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\UFO - Doctor Doctor.mp3,Selected as primary for group G0084. quality=60; size=8.1MB; not temp file; margin=3500,high,KEEP_PRIMARY,"Group G0084, role=primary, state=RESOLVED_PRIMARY, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\UFO - Doctor Doctor (Alt 1).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\UFO - Doctor Doctor.mp3,Group G0084: alternate copy. Primary=UFO - Doctor Doctor.mp3,high,ARCHIVE_DUPLICATE,"Group G0084, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: UFO - Doctor Doctor (Alt 1).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\black sabbath - sweet leaf (Alt 1).mp3,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\black sabbath - sweet leaf.mp3,Group G0095: alternate copy. Primary=black sabbath - sweet leaf.mp3,high,ARCHIVE_DUPLICATE,"Group G0095, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: black sabbath - sweet leaf (Alt 1).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\017 - Ice Cube - It Was A Good Day.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - It Was A Good Day.mp3,Group G0102: alternate copy. Primary=Ice Cube - It Was A Good Day.mp3,high,ARCHIVE_DUPLICATE,"Group G0102, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 017 - Ice Cube - It Was A Good Day (HipH",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\026 - Bone Thugs N Harmony - Crossroads.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs N Harmony - Crossroads.mp3,Group G0110: alternate copy. Primary=Bone Thugs N Harmony - Crossroads.mp3,high,ARCHIVE_DUPLICATE,"Group G0110, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 026 - Bone Thugs N Harmony - Crossroads ",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\030 - Snoop Dogg - Gin And Juice.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Snoop Dogg - Gin And Juice.mp3,Group G0096: alternate copy. Primary=Snoop Dogg - Gin And Juice.mp3,high,ARCHIVE_DUPLICATE,"Group G0096, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 030 - Snoop Dogg - Gin And Juice (HipHop",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\098 - Queen Latifah - U.N.I.T.Y..mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Queen Latifah - U.N.I.T.Y..mp3,Group G0087: alternate copy. Primary=Queen Latifah - U.N.I.T.Y..mp3,high,ARCHIVE_DUPLICATE,"Group G0087, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 098 - Queen Latifah - U.N.I.T.Y. (HipHop",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\102 - Eazy-E - Real Muthaphuckkin G's (Music Video).mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eazy-E - Real Muthaphuckkin G's (Music Video).mp3,Group G0103: alternate copy. Primary=Eazy-E - Real Muthaphuckkin G's (Music V,high,ARCHIVE_DUPLICATE,"Group G0103, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 102 - Eazy-E - Real Muthaphuckkin G's (M",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\236 - Bone Thugs n Harmony - Thuggish Ruggish Bone.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs n Harmony - Thuggish Ruggish Bone.mp3,Group G0122: alternate copy. Primary=Bone Thugs n Harmony - Thuggish Ruggish ,high,ARCHIVE_DUPLICATE,"Group G0122, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 236 - Bone Thugs n Harmony - Thuggish Ru",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\2Pac - Hit 'Em Up (Dirty) (Music Video) HD.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\2Pac - Hit 'Em Up (Dirty) (Music Video) HD.mp3,Selected as primary for group G0146. quality=55; size=9.1MB; not temp file; margin=0,low,KEEP_PRIMARY,"Group G0146, role=primary, state=NEEDS_REVIEW, source=near_duplicate. Alt name: ",3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\2Pac - Hit Em Up HD.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\2Pac - Hit 'Em Up (Dirty) (Music Video) HD.mp3,Group G0146: alternate copy. Primary=2Pac - Hit 'Em Up (Dirty) (Music Video) ,low,ARCHIVE_DUPLICATE,"Group G0146, role=alternate, state=COMPLEX_DUPLICATE, source=near_duplicate. Alt name: 2Pac - Hit Em Up HD (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\2Pac - I Get Around.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\175 - 2Pac - I Get Around.mp3,Group G0081: alternate copy. Primary=175 - 2Pac - I Get Around.mp3,high,ARCHIVE_DUPLICATE,"Group G0081, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 2Pac - I Get Around (HipHop).mp3",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\319 - Beastie Boys - Intergalactic.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Beastie Boys - Intergalactic.mp3,Group G0100: alternate copy. Primary=Beastie Boys - Intergalactic.mp3,high,ARCHIVE_DUPLICATE,"Group G0100, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 319 - Beastie Boys - Intergalactic (HipH",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\390 - Ice Cube - You Know How We Do It.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - You Know How We Do It.mp3,Group G0109: alternate copy. Primary=Ice Cube - You Know How We Do It.mp3,high,ARCHIVE_DUPLICATE,"Group G0109, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 390 - Ice Cube - You Know How We Do It (",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\440 - The Roots - You Got Me ft. Erykah Badu.mp3,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Roots - You Got Me ft. Erykah Badu.mp3,Group G0116: alternate copy. Primary=The Roots - You Got Me ft. Erykah Badu.m,high,ARCHIVE_DUPLICATE,"Group G0116, role=alternate, state=RESOLVED_ALTERNATE, source=near_duplicate. Alt name: 440 - The Roots - You Got Me ft. Erykah ",2
