track_id,original_path,original_name,issue_type,current_state,collision_status,parse_method,confidence,duplicate_group_id,duplicate_risk,guessed_artist,guessed_title,proposed_name,notes
H0139,C:\Users\suppo\Downloads\New Music\Top1000_Country\Chris Janson - ＂Power of Positive Drinkin＂.mp3,Chris Janson - ＂Power of Positive Drinkin＂.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),unknown,0.0,G0014,exact_collision,,Chris Janson -,Chris Janson -.mp3,COLLISION (2 files)
H0140,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\CIVIL WAR - Battle Of Life (Official Lyric Video) ｜ Napalm Records.mp3,CIVIL WAR - Battle Of Life (Official Lyric Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,CIVIL WAR,Battle Of Life ｜ Napalm Records,Civil War - Battle of Life ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0141,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\CIVIL WAR - Invaders (Official Lyric Video) ｜ Napalm Records.mp3,CIVIL WAR - Invaders (Official Lyric Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,CIVIL WAR,Invaders ｜ Napalm Records,Civil War - Invaders ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0142,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\CIVIL WAR - Oblivion (Official Lyric Video) ｜ Napalm Records.mp3,CIVIL WAR - Oblivion (Official Lyric Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,CIVIL WAR,Oblivion ｜ Napalm Records,Civil War - Oblivion ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0143,C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Classic Crooner Collection ｜ Best Jazz Hits Golden Era 50s–70s ｜ Golden Crooner Classics 🎶.mp3,Classic Crooner Collection ｜ Best Jazz Hits Golden Era 50s–70s ｜ Golden Crooner Classics 🎶.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,Classic Crooner Collection ｜ Best Jazz Hits Golden Era 50s,70s ｜ Golden Crooner Classics 🎶,Classic Crooner Collection ｜ Best Jazz Hits Golden Era 50s - 70s ｜ Golden Crooner Classics 🎶.mp3,proposed name has illegal/problematic Unicode
H0144,C:\Users\suppo\Downloads\New Music\Top1000_Classical\CLAUDE DEBUSSY： CLAIR DE LUNE.mp3,CLAUDE DEBUSSY： CLAIR DE LUNE.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,CLAUDE DEBUSSY：,CLAIR DE LUNE,Claude Debussy： - Clair De Lune.mp3,proposed name has illegal/problematic Unicode
H0145,C:\Users\suppo\Downloads\New Music\Top1000\Clean Bandit - Rockabye.mp3,Clean Bandit - Rockabye.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0015,exact_collision,Clean Bandit,Rockabye,Clean Bandit - Rockabye.mp3,COLLISION (2 files)
H0146,C:\Users\suppo\Downloads\New Music\Top1000_Club\Clean Bandit - Rockabye.mp3,Clean Bandit - Rockabye.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0015,exact_collision,Clean Bandit,Rockabye,Clean Bandit - Rockabye.mp3,COLLISION (2 files)
H0147,"C:\Users\suppo\Downloads\New Music\Top1000\Coke ＂All Hear＂ feat. L Haggood, Silence the 5th.mp3","Coke ＂All Hear＂ feat. L Haggood, Silence the 5th.mp3",FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Coke feat.,"L Haggood, Silence the 5th","Coke Feat. - L Haggood, Silence the 5th.mp3",conf=0.3 method=fallback_heuristic
H0148,C:\Users\suppo\Downloads\New Music\Top1000\Coldplay - Hymn For The Weekend.mp3,Coldplay - Hymn For The Weekend.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0016,exact_collision,Coldplay,Hymn For The Weekend,Coldplay - Hymn for the Weekend.mp3,COLLISION (2 files)
H0149,C:\Users\suppo\Downloads\New Music\Top1000_Club\Coldplay - Hymn For The Weekend.mp3,Coldplay - Hymn For The Weekend.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0016,exact_collision,Coldplay,Hymn For The Weekend,Coldplay - Hymn for the Weekend.mp3,COLLISION (2 files)
H0150,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Communication Breakdown (Remaster).mp3,Communication Breakdown (Remaster).mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Communication Breakdown (Remaster),Communication Breakdown (Remaster).mp3,"no separator found, unknown parse"
H0151,"C:\Users\suppo\Downloads\New Music\Top1000\Cool Company - I Dont Wanna Be In Love, But I Dont Wanna Be Alone ｜ Official Music Video.mp3","Cool Company - I Dont Wanna Be In Love, But I Dont Wanna Be Alone ｜ Official Music Video.mp3",NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,Cool Company,"I Dont Wanna Be In Love, But I Dont Wanna Be Alone ｜ Official Music Video","Cool Company - I Dont Wanna Be in Love, but I Dont Wanna Be Alone ｜ Official Music Video.mp3","proposed matches original, no action needed"
H0152,C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise ft. L.V..mp3,Coolio - Gangstas Paradise ft. L.V..mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0017,exact_collision,Coolio,Gangstas Paradise ft. L.V.,Coolio - Gangstas Paradise ft. L.v..mp3,COLLISION (2 files)
H0153,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise ft. L.V..mp3,Coolio - Gangstas Paradise ft. L.V..mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0017,exact_collision,Coolio,Gangstas Paradise ft. L.V.,Coolio - Gangstas Paradise ft. L.v..mp3,COLLISION (2 files)
H0154,C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise.mp3,Coolio - Gangstas Paradise.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0018,exact_collision,Coolio,Gangstas Paradise,Coolio - Gangstas Paradise.mp3,COLLISION (2 files)
H0155,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise.mp3,Coolio - Gangstas Paradise.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0018,exact_collision,Coolio,Gangstas Paradise,Coolio - Gangstas Paradise.mp3,COLLISION (2 files)
H0156,C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Country Music Channel.mp3,Country Music Channel.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Country Music Channel,Country Music Channel.mp3,"no separator found, unknown parse"
H0157,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Hits from the Bong (Official Audio).mp3,Cypress Hill - Hits from the Bong (Official Audio).mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0019,exact_collision,Cypress Hill,Hits from the Bong,Cypress Hill - Hits From the Bong.mp3,COLLISION (2 files)
H0158,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Hits from the Bong.mp3,Cypress Hill - Hits from the Bong.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0019,exact_collision,Cypress Hill,Hits from the Bong,Cypress Hill - Hits From the Bong.mp3,COLLISION (2 files)
H0159,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain (Official HD Video).mp3,Cypress Hill - Insane In The Brain (Official HD Video).mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0020,exact_collision,Cypress Hill,Insane In The Brain,Cypress Hill - Insane in the Brain.mp3,COLLISION (2 files)
H0160,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain.mp3,Cypress Hill - Insane In The Brain.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0020,exact_collision,Cypress Hill,Insane In The Brain,Cypress Hill - Insane in the Brain.mp3,COLLISION (2 files)
H0161,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\D.R.S Gangsta Lean.mp3,D.R.S Gangsta Lean.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,D.R.S Gangsta Lean,D.r.s Gangsta Lean.mp3,"no separator found, unknown parse"
H0162,C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\David Allan Coe texas lullaby.mp3,David Allan Coe texas lullaby.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,David Allan,Coe texas lullaby,David Allan - Coe Texas Lullaby.mp3,conf=0.3 method=fallback_heuristic
H0163,C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂Gods Eyes＂.mp3,Dax - ＂Gods Eyes＂.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (5 files),unknown,0.0,G0021,exact_collision,,Dax -,Dax -.mp3,COLLISION (5 files)
H0164,C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂PTSD＂.mp3,Dax - ＂PTSD＂.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (5 files),unknown,0.0,G0021,exact_collision,,Dax -,Dax -.mp3,COLLISION (5 files)
H0165,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dax - ＂TEMPTATION＂.mp3,Dax - ＂TEMPTATION＂.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (5 files),unknown,0.0,G0021,exact_collision,,Dax -,Dax -.mp3,COLLISION (5 files)
H0166,C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂The Devils Calling＂.mp3,Dax - ＂The Devils Calling＂.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (5 files),unknown,0.0,G0021,exact_collision,,Dax -,Dax -.mp3,COLLISION (5 files)
H0167,C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂To Be A Man＂.mp3,Dax - ＂To Be A Man＂.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (5 files),unknown,0.0,G0021,exact_collision,,Dax -,Dax -.mp3,COLLISION (5 files)
H0168,C:\Users\suppo\Downloads\New Music\Top1000\Days of Summer.mp3,Days of Summer.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Days of Summer,Days of Summer.mp3,"no separator found, unknown parse"
H0169,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dead Embryonic Cells.mp3,Dead Embryonic Cells.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Dead Embryonic Cells,Dead Embryonic Cells.mp3,"no separator found, unknown parse"
H0170,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dead Presidents II.mp3,Dead Presidents II.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,Dead Presidents II,Dead Presidents II.mp3,"no separator found, unknown parse"
H0171,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\dead prez - Hip Hop (Digital Video).mp3,dead prez - Hip Hop (Digital Video).mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0022,exact_collision,dead prez,Hip Hop,Dead Prez - Hip Hop.mp3,COLLISION (2 files)
H0172,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\dead prez - Hip Hop.mp3,dead prez - Hip Hop.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0022,exact_collision,dead prez,Hip Hop,Dead Prez - Hip Hop.mp3,COLLISION (2 files)
H0173,C:\Users\suppo\Downloads\New Music\Top1000_Club\DEAF KEV - Invincible ｜ Glitch Hop ｜ NCS - Copyright Free Music.mp3,DEAF KEV - Invincible ｜ Glitch Hop ｜ NCS - Copyright Free Music.mp3,NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,DEAF KEV,Invincible ｜ Glitch Hop ｜ NCS - Copyright Free Music,Deaf Kev - Invincible ｜ Glitch Hop ｜ Ncs - Copyright Free Music.mp3,"proposed matches original, no action needed"
H0174,C:\Users\suppo\Downloads\New Music\Top1000\Definition Of ｜ 559 ｜ 432Hz.mp3,Definition Of ｜ 559 ｜ 432Hz.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,Definition Of,｜ 559 ｜ 432Hz,Definition Of - ｜ 559 ｜ 432hz.mp3,proposed name has illegal/problematic Unicode
H0175,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Beneath (Official Video) ｜ Napalm Records.mp3,DELAIN - Beneath (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DELAIN,Beneath ｜ Napalm Records,Delain - Beneath ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0176,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Dance With The Devil (Official Video) ｜ Napalm Records.mp3,DELAIN - Dance With The Devil (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DELAIN,Dance With The Devil ｜ Napalm Records,Delain - Dance With the Devil ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0177,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Moth To A Flame (Official Video) ｜ Napalm Records.mp3,DELAIN - Moth To A Flame (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DELAIN,Moth To A Flame ｜ Napalm Records,Delain - Moth to a Flame ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0178,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Queen Of Shadow (Official Video) ｜ Napalm Records.mp3,DELAIN - Queen Of Shadow (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DELAIN,Queen Of Shadow ｜ Napalm Records,Delain - Queen of Shadow ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0179,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,G0125,near_duplicate,DELAIN,The Quest And The Curse ｜ Napalm Records,Delain - The Quest and the Curse ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0180,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.temp.mp3,DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.temp.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,G0125,near_duplicate,DELAIN,The Quest And The Curse ｜ Napalm Records.temp,Delain - The Quest and the Curse ｜ Napalm Records.temp.mp3,proposed name has illegal/problematic Unicode
H0181,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Reaping (Official Video) ｜ Napalm Records.mp3,DELAIN - The Reaping (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DELAIN,The Reaping ｜ Napalm Records,Delain - The Reaping ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0182,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,Denim and Leather-Saxon (studio version).mp3,NEAR_DUPLICATE,HELD_PROBLEMS,low_confidence,unknown,0.0,G0093,near_duplicate,,Denim and Leather-Saxon,Denim and Leather-saxon.mp3,duplicate_risk=near_duplicate
H0183,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).temp.mp3,Denim and Leather-Saxon (studio version).temp.mp3,NEAR_DUPLICATE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,G0093,near_duplicate,Denim and,Leather-Saxon .temp,Denim And - Leather-saxon .temp.mp3,duplicate_risk=near_duplicate
H0184,C:\Users\suppo\Downloads\New Music\Top1000_Country\Dexys Midnight Runners ＂Because of You＂.mp3,Dexys Midnight Runners ＂Because of You＂.mp3,NO_PARSE,HELD_PROBLEMS,low_confidence,unknown,0.0,,none,,Dexys Midnight Runners,Dexys Midnight Runners.mp3,"no separator found, unknown parse"
H0185,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Diary of a Madman.mp3,Diary of a Madman.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Diary of,a Madman,Diary Of - A Madman.mp3,conf=0.3 method=fallback_heuristic
H0186,C:\Users\suppo\Downloads\New Music\Top1000_Club\Different Heaven & EH!DE - My Heart ｜ Drumstep ｜ NCS - Copyright Free Music.mp3,Different Heaven & EH!DE - My Heart ｜ Drumstep ｜ NCS - Copyright Free Music.mp3,NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,Different Heaven & EH!DE,My Heart ｜ Drumstep ｜ NCS - Copyright Free Music,Different Heaven & Eh!de - My Heart ｜ Drumstep ｜ Ncs - Copyright Free Music.mp3,"proposed matches original, no action needed"
H0187,C:\Users\suppo\Downloads\New Music\Top1000\DILBAR ｜ Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series.mp3,DILBAR ｜ Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,fallback_heuristic,0.3,,none,DILBAR ｜,Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series,Dilbar ｜ - Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-series.mp3,proposed name has illegal/problematic Unicode
H0188,C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip).mp3,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip).mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0023,exact_collision,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B,Find Tomorrow,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow.mp3,COLLISION (2 files)
H0189,C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow.mp3,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0023,exact_collision,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B,Find Tomorrow,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow.mp3,COLLISION (2 files)
H0190,C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs Sander van Doorn - Project T (Martin Garrix Remix).mp3,Dimitri Vegas & Like Mike vs Sander van Doorn - Project T (Martin Garrix Remix).mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0024,exact_collision,Dimitri Vegas & Like Mike vs Sander van Doorn,Project T,Dimitri Vegas & Like Mike vs Sander Van Doorn - Project T.mp3,COLLISION (2 files)
H0191,C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs Sander van Doorn - Project T.mp3,Dimitri Vegas & Like Mike vs Sander van Doorn - Project T.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0024,exact_collision,Dimitri Vegas & Like Mike vs Sander van Doorn,Project T,Dimitri Vegas & Like Mike vs Sander Van Doorn - Project T.mp3,COLLISION (2 files)
H0192,C:\Users\suppo\Downloads\New Music\Top1000_Disco\Disco Tex And The Sex O Lettes Get Dancing.mp3,Disco Tex And The Sex O Lettes Get Dancing.mp3,FALLBACK_PARSE,HELD_PROBLEMS,low_confidence,fallback_heuristic,0.3,,none,Disco Tex,And The Sex O Lettes Get Dancing,Disco Tex - And the Sex O Lettes Get Dancing.mp3,conf=0.3 method=fallback_heuristic
H0193,C:\Users\suppo\Downloads\New Music\Top1000_Club\DISCONNECTED.mp3,DISCONNECTED.mp3,NO_PARSE,HELD_PROBLEMS,no_change,unknown,0.0,,none,,DISCONNECTED,Disconnected.mp3,"no separator found, unknown parse"
H0194,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime (Official Video).mp3,DJ Jazzy Jeff & The Fresh Prince - Summertime (Official Video).mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0025,exact_collision,DJ Jazzy Jeff & The Fresh Prince,Summertime,DJ Jazzy Jeff & the Fresh Prince - Summertime.mp3,COLLISION (2 files)
H0195,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime.mp3,DJ Jazzy Jeff & The Fresh Prince - Summertime.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (2 files),standard,1.0,G0025,exact_collision,DJ Jazzy Jeff & The Fresh Prince,Summertime,DJ Jazzy Jeff & the Fresh Prince - Summertime.mp3,COLLISION (2 files)
H0196,C:\Users\suppo\Downloads\New Music\Top1000_Club\DJ Snake - Let Me Love You ft. Justin Bieber (Marshmello Remix) [Premiere].mp3,DJ Snake - Let Me Love You ft. Justin Bieber (Marshmello Remix) [Premiere].mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (3 files),standard,1.0,G0026,exact_collision,DJ Snake,Let Me Love You ft. Justin Bieber,DJ Snake - Let Me Love You ft. Justin Bieber.mp3,COLLISION (3 files)
H0197,C:\Users\suppo\Downloads\New Music\Top1000\DJ Snake - Let Me Love You ft. Justin Bieber.mp3,DJ Snake - Let Me Love You ft. Justin Bieber.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (3 files),standard,1.0,G0026,exact_collision,DJ Snake,Let Me Love You ft. Justin Bieber,DJ Snake - Let Me Love You ft. Justin Bieber.mp3,COLLISION (3 files)
H0198,C:\Users\suppo\Downloads\New Music\Top1000_Club\DJ Snake - Let Me Love You ft. Justin Bieber.mp3,DJ Snake - Let Me Love You ft. Justin Bieber.mp3,EXACT_COLLISION,HELD_PROBLEMS,COLLISION (3 files),standard,1.0,G0026,exact_collision,DJ Snake,Let Me Love You ft. Justin Bieber,DJ Snake - Let Me Love You ft. Justin Bieber.mp3,COLLISION (3 files)
H0199,C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Doc Holliday - Bad Company ⧸ Amazing Grace.mp3,Doc Holliday - Bad Company ⧸ Amazing Grace.mp3,NO_CHANGE,HELD_PROBLEMS,no_change,standard,1.0,,none,Doc Holliday,Bad Company ⧸ Amazing Grace,Doc Holliday - Bad Company ⧸ Amazing Grace.mp3,"proposed matches original, no action needed"
H0200,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Danger Danger (Official Video) ｜ Napalm Records.mp3,DOMINUM - Danger Danger (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DOMINUM,Danger Danger ｜ Napalm Records,Dominum - Danger Danger ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0201,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Hey Living People (Official Video) ｜ Napalm Records.mp3,DOMINUM - Hey Living People (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DOMINUM,Hey Living People ｜ Napalm Records,Dominum - Hey Living People ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0202,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Immortalis Dominum (Official Video) ｜ Napalm Records.mp3,DOMINUM - Immortalis Dominum (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DOMINUM,Immortalis Dominum ｜ Napalm Records,Dominum - Immortalis Dominum ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0203,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - One Of Us (Official Video) ｜ Napalm Records.mp3,DOMINUM - One Of Us (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DOMINUM,One Of Us ｜ Napalm Records,Dominum - One of Us ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0204,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Patient Zero (Official Video) ｜ Napalm Records.mp3,DOMINUM - Patient Zero (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DOMINUM,Patient Zero ｜ Napalm Records,Dominum - Patient Zero ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0205,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Rock You Like A Hurricane (Official Video) ｜ Napalm Records.mp3,DOMINUM - Rock You Like A Hurricane (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,,none,DOMINUM,Rock You Like A Hurricane ｜ Napalm Records,Dominum - Rock You Like a Hurricane ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0206,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.mp3,DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,G0124,near_duplicate,DOMINUM,The Circus Is In Town ｜ Napalm Records,Dominum - The Circus is in Town ｜ Napalm Records.mp3,proposed name has illegal/problematic Unicode
H0207,C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.temp.mp3,DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.temp.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,illegal_chars,standard,1.0,G0124,near_duplicate,DOMINUM,The Circus Is In Town ｜ Napalm Records.temp,Dominum - The Circus is in Town ｜ Napalm Records.temp.mp3,proposed name has illegal/problematic Unicode
