original_path,original_name,proposed_name,fix_applied,confidence,parse_method,guessed_artist,guessed_title,ready_for_review
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - We Are Forlorn (Official Video) ｜ Napalm Records.mp3,DOMINUM - We Are Forlorn (Official Video) ｜ Napalm Records.mp3,Dominum - We Are Forlorn Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,We Are Forlorn Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DRAGONY - Legends Never Die (Official Video) ｜ Napalm Records.mp3,DRAGONY - Legends Never Die (Official Video) ｜ Napalm Records.mp3,Dragony - Legends Never Die Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DRAGONY,Legends Never Die Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DRAGONY - The Dead Queen's Race feat. Maria Nesh (Lyric Video) ｜ Napalm Records.mp3,DRAGONY - The Dead Queen's Race feat. Maria Nesh (Lyric Video) ｜ Napalm Records.mp3,Dragony - The Dead Queen's Race Feat. Maria Nesh Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DRAGONY,The Dead Queen's Race feat. Maria Nesh Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Drop It Like Its Hot by Snoop Dogg ft. Pharrell ｜ Interscope.mp3,Drop It Like Its Hot by Snoop Dogg ft. Pharrell ｜ Interscope.mp3,Drop It Like Its Hot by Snoop Dogg ft. Pharrell Interscope.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Drop It Like Its Hot by Snoop Dogg ft. Pharrell Interscope,no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EDGE OF PARADISE - Death Note (Official Video) ｜ Napalm Records.mp3,EDGE OF PARADISE - Death Note (Official Video) ｜ Napalm Records.mp3,Edge of Paradise - Death Note Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,EDGE OF PARADISE,Death Note Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Elmore James - ＂It hurts Me Too＂ ｜ Remastered.mp3,Elmore James - ＂It hurts Me Too＂ ｜ Remastered.mp3,Elmore James - It Hurts Me Too Remastered.mp3,U+FF02(＂)->(removed); U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,Elmore James,It hurts Me Too Remastered,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ELVELLON - A Vagabond's Heart (Official Video) ｜ Napalm Records.mp3,ELVELLON - A Vagabond's Heart (Official Video) ｜ Napalm Records.mp3,Elvellon - A Vagabond's Heart Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,ELVELLON,A Vagabond's Heart Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ELVELLON - The Aftermath Of Life (Official Video) ｜ Napalm Records.mp3,ELVELLON - The Aftermath Of Life (Official Video) ｜ Napalm Records.mp3,Elvellon - The Aftermath of Life Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,ELVELLON,The Aftermath Of Life Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Elīna Garanča – Saint-Saëns： Mon coeur souvre à ta voix from Samson et Dalila.mp3,Elīna Garanča – Saint-Saëns： Mon coeur souvre à ta voix from Samson et Dalila.mp3,Elīna Garanča - Saint-saëns - Mon Coeur Souvre À Ta Voix From Samson Et Dalila.mp3,U+FF1A(：)-> -; U+2013(–)-> - ; collapsed_multiple_separators,1.0,standard,Elīna Garanča,Saint-Saëns - Mon coeur souvre à ta voix from Samson et Dalila,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem ⧸ Nail in the coffin.mp3,Eminem ⧸ Nail in the coffin.mp3,Eminem - Nail in the Coffin.mp3,U+29F8(⧸)->-,1.0,standard,Eminem,Nail in the coffin,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Etta James ✨ Greatest Hits Full Album ｜ Best Soul & Blues Songs from the 70s, 80s, 90s.mp3","Etta James ✨ Greatest Hits Full Album ｜ Best Soul & Blues Songs from the 70s, 80s, 90s.mp3","Etta James ✨ Greatest Hits Full Album Best Soul & Blues Songs from the 70s, 80s, 90s.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Etta James ✨ Greatest Hits Full Album Best Soul & Blues Songs from the 70s, 80s, 90s",no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Désenchantée (Official Video) ｜ Napalm Records.mp3,EXIT EDEN - Désenchantée (Official Video) ｜ Napalm Records.mp3,Exit Eden - Désenchantée Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,EXIT EDEN,Désenchantée Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.mp3,EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.mp3,Exit Eden - Femme Fatale Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,EXIT EDEN,Femme Fatale Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.temp.mp3,EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.temp.mp3,Exit Eden - Femme Fatale Napalm Records.temp.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,EXIT EDEN,Femme Fatale Napalm Records.temp,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Run! Feat. Marko Hietala (Official Video) ｜ Napalm Records.mp3,EXIT EDEN - Run! Feat. Marko Hietala (Official Video) ｜ Napalm Records.mp3,Exit Eden - Run! Feat. Marko Hietala Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,EXIT EDEN,Run! Feat. Marko Hietala Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Separate Ways (Journey cover) (Official Video) ｜ Napalm Records.mp3,EXIT EDEN - Separate Ways (Journey cover) (Official Video) ｜ Napalm Records.mp3,Exit Eden - Separate Ways Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,EXIT EDEN,Separate Ways Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EYE OF MELIAN - Blackthorn Winter (Official Video) ｜ Napalm Records.mp3,EYE OF MELIAN - Blackthorn Winter (Official Video) ｜ Napalm Records.mp3,Eye of Melian - Blackthorn Winter Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,EYE OF MELIAN,Blackthorn Winter Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EYE OF MELIAN - Symphonia Arcana (Official Video) ｜ Napalm Records.mp3,EYE OF MELIAN - Symphonia Arcana (Official Video) ｜ Napalm Records.mp3,Eye of Melian - Symphonia Arcana Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,EYE OF MELIAN,Symphonia Arcana Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EYE OF MELIAN - Tears of the Dragon (Official Video) (Bruce Dickinson Cover) ｜ Napalm Records.mp3,EYE OF MELIAN - Tears of the Dragon (Official Video) (Bruce Dickinson Cover) ｜ Napalm Records.mp3,Eye of Melian - Tears of the Dragon Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,EYE OF MELIAN,Tears of the Dragon Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FEUERSCHWANZ - Das Herz eines Drachen (Official Video) ｜ Napalm Records.mp3,FEUERSCHWANZ - Das Herz eines Drachen (Official Video) ｜ Napalm Records.mp3,Feuerschwanz - Das Herz Eines Drachen Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,FEUERSCHWANZ,Das Herz eines Drachen Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FEUERSCHWANZ - Name Der Rose (Official Video) ｜ Napalm Records.mp3,FEUERSCHWANZ - Name Der Rose (Official Video) ｜ Napalm Records.mp3,Feuerschwanz - Name Der Rose Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,FEUERSCHWANZ,Name Der Rose Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FEUERSCHWANZ feat. Francesco Cavalieri (Wind Rose) - Wardwarf (Official Live Video) ｜ Napalm Records.mp3,FEUERSCHWANZ feat. Francesco Cavalieri (Wind Rose) - Wardwarf (Official Live Video) ｜ Napalm Records.mp3,Feuerschwanz Feat. Francesco Cavalieri - Wardwarf Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,FEUERSCHWANZ feat. Francesco Cavalieri,Wardwarf Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra Best Songs Collection 2026｜ Full Album Playlist ｜ Timeless Classics.mp3,Frank Sinatra Best Songs Collection 2026｜ Full Album Playlist ｜ Timeless Classics.mp3,Frank Sinatra Best Songs Collection 2026 Full Album Playlist Timeless Classics.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Frank Sinatra Best Songs Collection 2026 Full Album Playlist Timeless Classics,no
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra, Louis Armstrong, Nat King Cole🎷Golden 50s–70s Jazz Hits｜The Ultimate Timeless Classic.mp3","Frank Sinatra, Louis Armstrong, Nat King Cole🎷Golden 50s–70s Jazz Hits｜The Ultimate Timeless Classic.mp3","Frank Sinatra, Louis Armstrong, Nat King Cole🎷golden 50s - 70s Jazz Hitsthe Ultimate Timeless Classic.mp3",U+FF5C(｜)->(removed); U+2013(–)-> - ,1.0,standard,"Frank Sinatra, Louis Armstrong, Nat King Cole🎷Golden 50s",70s Jazz HitsThe Ultimate Timeless Classic,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3","Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3","Frank Sinatra, Nat King Cole, Louis Armstrong Timeless Classics.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Frank Sinatra, Nat King Cole, Louis Armstrong Timeless Classics",no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FROZEN CROWN - I Am The Wind (Official Video) ｜ Napalm Records.mp3,FROZEN CROWN - I Am The Wind (Official Video) ｜ Napalm Records.mp3,Frozen Crown - I Am the Wind Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,FROZEN CROWN,I Am The Wind Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FROZEN CROWN - Steel And Gold (Official Video) ｜ Napalm Records.mp3,FROZEN CROWN - Steel And Gold (Official Video) ｜ Napalm Records.mp3,Frozen Crown - Steel and Gold Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,FROZEN CROWN,Steel And Gold Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FROZEN CROWN - War Hearts (Official Video) ｜ Napalm Records.mp3,FROZEN CROWN - War Hearts (Official Video) ｜ Napalm Records.mp3,Frozen Crown - War Hearts Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,FROZEN CROWN,War Hearts Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000\Fun.： We Are Young ft. Janelle Monáe.mp3,Fun.： We Are Young ft. Janelle Monáe.mp3,Fun. - We Are Young ft. Janelle Monáe.mp3,U+FF1A(：)-> -,1.0,standard,Fun.,We Are Young ft. Janelle Monáe,yes
C:\Users\suppo\Downloads\New Music\Top1000\Gameova1k Ft @babymoney_ - Fall Off ｜ Dir： @2MDigital_.mp3,Gameova1k Ft @babymoney_ - Fall Off ｜ Dir： @2MDigital_.mp3,Gameova1k ft. @babymoney_ - Fall Off Dir - @2mdigital_.mp3,U+FF1A(：)-> -; U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,Gameova1k ft. @babymoney_,Fall Off Dir - @2MDigital_,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ghostface Killah： winter warz.mp3,Ghostface Killah： winter warz.mp3,Ghostface Killah - Winter Warz.mp3,U+FF1A(：)-> -,1.0,standard,Ghostface Killah,winter warz,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Fly Away (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - Fly Away (Official Video) ｜ Napalm Records.mp3,Gloryhammer - Fly Away Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,GLORYHAMMER,Fly Away Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - He Has Returned (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - He Has Returned (Official Video) ｜ Napalm Records.mp3,Gloryhammer - He Has Returned Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,GLORYHAMMER,He Has Returned Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Holy Flaming Hammer Of Unholy Cosmic Frost (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - Holy Flaming Hammer Of Unholy Cosmic Frost (Official Video) ｜ Napalm Records.mp3,Gloryhammer - Holy Flaming Hammer of Unholy Cosmic Frost Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,GLORYHAMMER,Holy Flaming Hammer Of Unholy Cosmic Frost Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Hootsforce (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - Hootsforce (Official Video) ｜ Napalm Records.mp3,Gloryhammer - Hootsforce Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,GLORYHAMMER,Hootsforce Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Keeper Of The Celestial Flame Of Abernethy (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - Keeper Of The Celestial Flame Of Abernethy (Official Video) ｜ Napalm Records.mp3,Gloryhammer - Keeper of the Celestial Flame of Abernethy Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,GLORYHAMMER,Keeper Of The Celestial Flame Of Abernethy Napalm Records,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Questlords of Inverness, Ride to the Galactic Fortress! (Live Video) ｜ Napalm Records.mp3","GLORYHAMMER - Questlords of Inverness, Ride to the Galactic Fortress! (Live Video) ｜ Napalm Records.mp3","Gloryhammer - Questlords of Inverness, Ride to the Galactic Fortress! Napalm Records.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,GLORYHAMMER,"Questlords of Inverness, Ride to the Galactic Fortress! Napalm Records",yes
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Gluck： Orfeo ed Euridice ＂Che Faro Senza Euridice？＂ M. Horne.mp3,Gluck： Orfeo ed Euridice ＂Che Faro Senza Euridice？＂ M. Horne.mp3,Gluck - Orfeo Ed Euridice Che Faro Senza Euridice？ M. Horne.mp3,U+FF1A(：)-> -; U+FF02(＂)->(removed),1.0,standard,Gluck,Orfeo ed Euridice Che Faro Senza Euridice？ M. Horne,yes
C:\Users\suppo\Downloads\New Music\Top1000\Guru Randhawa： High Rated Gabru Official Song ｜ DirectorGifty ｜ Bhushan Kumar ｜ T-Series.mp3,Guru Randhawa： High Rated Gabru Official Song ｜ DirectorGifty ｜ Bhushan Kumar ｜ T-Series.mp3,Guru Randhawa - High Rated Gabru Official Song Directorgifty Bhushan Kumar T-series.mp3,U+FF1A(：)-> -; U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,Guru Randhawa,High Rated Gabru Official Song DirectorGifty Bhushan Kumar T-Series,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Ashes To Ashes (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Ashes To Ashes (Official Video) ｜ Napalm Records.mp3,Hammer King - Ashes to Ashes Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,HAMMER KING,Ashes To Ashes Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Atlantis (Epilogue) (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Atlantis (Epilogue) (Official Video) ｜ Napalm Records.mp3,Hammer King - Atlantis Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,HAMMER KING,Atlantis Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Awaken The Thunder (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Awaken The Thunder (Official Video) ｜ Napalm Records.mp3,Hammer King - Awaken the Thunder Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,HAMMER KING,Awaken The Thunder Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Kingdemonium (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Kingdemonium (Official Video) ｜ Napalm Records.mp3,Hammer King - Kingdemonium Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,HAMMER KING,Kingdemonium Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - König und Kaiser (feat. The Tribune) (Official Video) ｜ Napalm Records.mp3,HAMMER KING - König und Kaiser (feat. The Tribune) (Official Video) ｜ Napalm Records.mp3,Hammer King - König Und Kaiser (Feat. the Tribune) Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,HAMMER KING,König und Kaiser (feat. The Tribune) Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Pariah Is My Name (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Pariah Is My Name (Official Video) ｜ Napalm Records.mp3,Hammer King - Pariah is My Name Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,HAMMER KING,Pariah Is My Name Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - The Devil Will I Do (Official Video) ｜ Napalm Records.mp3,HAMMER KING - The Devil Will I Do (Official Video) ｜ Napalm Records.mp3,Hammer King - The Devil Will I Do Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,HAMMER KING,The Devil Will I Do Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.mp3,HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.mp3,Hammerfall - Hammer of Dawn Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,HAMMERFALL,Hammer Of Dawn Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.temp.mp3,HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.temp.mp3,Hammerfall - Hammer of Dawn Napalm Records.temp.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,HAMMERFALL,Hammer Of Dawn Napalm Records.temp,yes
C:\Users\suppo\Downloads\New Music\Top1000\Hard ｜ Kief Brown ｜ 432Hz.mp3,Hard ｜ Kief Brown ｜ 432Hz.mp3,Hard Kief Brown 432Hz.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Hard Kief Brown 432Hz,no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\IGNEA - Nomad's Luck (Official Video) ｜ Napalm Records.mp3,IGNEA - Nomad's Luck (Official Video) ｜ Napalm Records.mp3,Ignea - Nomad's Luck Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,IGNEA,Nomad's Luck Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ILLUMISHADE - Cloudreader (Official Video) ｜ Napalm Records.mp3,ILLUMISHADE - Cloudreader (Official Video) ｜ Napalm Records.mp3,Illumishade - Cloudreader Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,ILLUMISHADE,Cloudreader Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ILLUMISHADE - ENEMY (Official Music Video) ｜ Napalm Records.mp3,ILLUMISHADE - ENEMY (Official Music Video) ｜ Napalm Records.mp3,Illumishade - Enemy Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,ILLUMISHADE,ENEMY Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ILLUMISHADE - Riptide (Official Video) ｜ Napalm Records.mp3,ILLUMISHADE - Riptide (Official Video) ｜ Napalm Records.mp3,Illumishade - Riptide Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,ILLUMISHADE,Riptide Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Motown\James Brown Greatest Hits 2025 ｜ Full Album Playlist ｜ The Godfather of Souls Top 30 Songs.mp3,James Brown Greatest Hits 2025 ｜ Full Album Playlist ｜ The Godfather of Souls Top 30 Songs.mp3,James Brown Greatest Hits 2025 Full Album Playlist The Godfather of Souls Top 30 Songs.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,James Brown Greatest Hits 2025 Full Album Playlist The Godfather of Souls Top 30 Songs,no
C:\Users\suppo\Downloads\New Music\Top1000_Motown\James Brown Greatest Hits 2025 ｜ Full Album Playlist ｜ The Godfather of Souls Top 30 Songs.temp.mp3,James Brown Greatest Hits 2025 ｜ Full Album Playlist ｜ The Godfather of Souls Top 30 Songs.temp.mp3,James Brown Greatest Hits 2025 Full Album Playlist The Godfather of Souls Top 30 Songs.temp.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,James Brown Greatest Hits 2025 Full Album Playlist The Godfather of Souls Top 30 Songs.temp,no
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Legends Playlist ｜ Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3","Jazz Legends Playlist ｜ Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3","Jazz Legends Playlist Frank Sinatra, Nat King Cole, Louis Armstrong Timeless Classics.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Jazz Legends Playlist Frank Sinatra, Nat King Cole, Louis Armstrong Timeless Classics",no
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Legends Playlist 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole ｜ Vintage Jazz Vibes.mp3","Jazz Legends Playlist 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole ｜ Vintage Jazz Vibes.mp3","Jazz Legends Playlist 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole Vintage Jazz Vibes.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Jazz Legends Playlist 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole Vintage Jazz Vibes",no
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Legends Playlist 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole ｜ Vintage Jazz Vibes.temp.mp3","Jazz Legends Playlist 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole ｜ Vintage Jazz Vibes.temp.mp3","Jazz Legends Playlist 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole Vintage Jazz Vibes.temp.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Jazz Legends Playlist 🎷 Frank Sinatra, Louis Armstrong, Nat King Cole Vintage Jazz Vibes.temp",no
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Songs 50s 60s 70s ｜Frank Sinatra, Louis Armstrong, Nat King Cole ｜ Vintage Jazz Memories.mp3","Jazz Songs 50s 60s 70s ｜Frank Sinatra, Louis Armstrong, Nat King Cole ｜ Vintage Jazz Memories.mp3","Jazz Songs 50s 60s 70s Frank Sinatra, Louis Armstrong, Nat King Cole Vintage Jazz Memories.mp3",U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,"Jazz Songs 50s 60s 70s Frank Sinatra, Louis Armstrong, Nat King Cole Vintage Jazz Memories",no
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Copeland on acoustic guitar： Flying High.mp3,Johnny Copeland on acoustic guitar： Flying High.mp3,Johnny Copeland on Acoustic Guitar - Flying High.mp3,U+FF1A(：)-> -,1.0,standard,Johnny Copeland on acoustic guitar,Flying High,yes
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Winter ⧸ Mean Mistreater.mp3,Johnny Winter ⧸ Mean Mistreater.mp3,Johnny Winter - Mean Mistreater.mp3,U+29F8(⧸)->-,1.0,standard,Johnny Winter,Mean Mistreater,yes
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Winter ⧸ Third Degree.mp3,Johnny Winter ⧸ Third Degree.mp3,Johnny Winter - Third Degree.mp3,U+29F8(⧸)->-,1.0,standard,Johnny Winter,Third Degree,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - New Babylon feat. Melissa Bonny (Official Video) ｜ Napalm Records.mp3,KAMELOT - New Babylon feat. Melissa Bonny (Official Video) ｜ Napalm Records.mp3,Kamelot - New Babylon Feat. Melissa Bonny Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,KAMELOT,New Babylon feat. Melissa Bonny Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - One More Flag In The Ground (Official Video) ｜ Napalm Records.mp3,KAMELOT - One More Flag In The Ground (Official Video) ｜ Napalm Records.mp3,Kamelot - One More Flag in the Ground Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,KAMELOT,One More Flag In The Ground Napalm Records,yes
