original_path,original_name,old_status,new_status,reason
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney ~ A Lot Of Things Different.mp3,Kenny Chesney ~ A Lot Of Things Different.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Better As A Memory.mp3,Kenny Chesney- Better As A Memory.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Nowhere To Go, Nowere To Be.mp3","Kenny Chesney- Nowhere To Go, Nowere To Be.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.mp3,Kiss Deuce lyrics.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3","La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Little Willie John -You Hurt Me.mp3,Little Willie John -You Hurt Me.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Love Her Like Shes Leaving by Brad Paisley.mp3,Love Her Like Shes Leaving by Brad Paisley.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Makin Plans by Miranda Lambert.mp3,Makin Plans by Miranda Lambert.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000\Martin Garrix - Animals (Official Video).mp3,Martin Garrix - Animals (Official Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Martin Garrix - Animals (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Martin- Zac Brown Band Lyrics!.mp3,Martin- Zac Brown Band Lyrics!.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.mp3,Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Marvin Gaye ❤️ Let’s Get it On - Greatest Hits Full Album Top 100 Motown Soul Classics (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MASTER P SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,MASTER P SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Another Heartache.mp3,Miranda Lambert- Another Heartache.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Mama Im Alright.mp3,Miranda Lambert- Mama Im Alright.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Missing Me Some You by Toby Keith.mp3,Missing Me Some You by Toby Keith.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II (Official HD Video).mp3","Mobb Deep - Shook Ones, Pt. II (Official HD Video).mp3",READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,"Alternate name available: Mobb Deep - Shook Ones, Pt. II (Music Video) (Alt 1).mp3"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest (Official HD Video).mp3,Mobb Deep - Survival of the Fittest (Official HD Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Mobb Deep - Survival of the Fittest (Music Video) (Alt 1).mp3
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Mozart, Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3","Mozart, Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3",READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: single_artist_reasonable
C:\Users\suppo\Downloads\New Music\Top1000_Blues\muddy waters all aboard.mp3,muddy waters all aboard.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Muddy Waters ~ My Home Is In The Delta.mp3,Muddy Waters ~ My Home Is In The Delta.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now (Official HD Video) ft. Puff Daddy.mp3,Nas - Hate Me Now (Official HD Video) ft. Puff Daddy.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Nas - Hate Me Now ft. Puff Daddy (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Nas Is Like (Official Video).mp3,Nas - Nas Is Like (Official Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Nas - Nas is Like (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty by Nature - Hip Hop Hooray (Official Music Video).mp3,Naughty by Nature - Hip Hop Hooray (Official Music Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Naughty by Nature - Hip Hop Hooray (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty By Nature - O.P.P. (Official Music Video) [HD].mp3,Naughty By Nature - O.P.P. (Official Music Video) [HD].mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Naughty by Nature - O.p.p. (Music Video) (Alt 1).mp3
"C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Neil Young- My My, Hey Hey (Out Of The Blue).mp3","Neil Young- My My, Hey Hey (Out Of The Blue).mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Nights I Cant Remember, Friends Ill Never Forget by Toby Keith.mp3","Nights I Cant Remember, Friends Ill Never Forget by Toby Keith.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Nirvana - Smells Like Teen Spirit (Official Music Video).mp3,Nirvana - Smells Like Teen Spirit (Official Music Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Nirvana - Smells Like Teen Spirit (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.mp3,POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Powerwolf - Beast of Gévaudan Napalm Records (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Public Enemy- WELCOME TO THE TERRORDOME.mp3,Public Enemy- WELCOME TO THE TERRORDOME.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Queen - Bohemian Rhapsody (2011 Digital Remaster) (Alt 1).mp3
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna.mp3","Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna.mp3",READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,"Alternate name available: Raekwon - Ice Cream ft. Ghostface Killah, Method Man, Cappadonna (Music Video) (Alt 1).mp3"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\RAINBOW   Kill The King HQ   Original Studio version.mp3,RAINBOW   Kill The King HQ   Original Studio version.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: single_artist_reasonable
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Schoolly D- PSK, What Does It Mean？.mp3","Schoolly D- PSK, What Does It Mean？.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Scotty McCreery- I Cross My Heart Lyrics.mp3,Scotty McCreery- I Cross My Heart Lyrics.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.mp3,SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Serenity - The End of Babylon Napalm Records (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer ~ Angel of Death (Lyrics).mp3,Slayer ~ Angel of Death (Lyrics).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: single_artist_reasonable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Slick Rick -la di da di lyrics.mp3,Slick Rick -la di da di lyrics.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\sonny boy williamson help me.mp3,sonny boy williamson help me.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Classical\St. Pauls Suite By Gustav Holst No. 2 Ostinato.mp3,St. Pauls Suite By Gustav Holst No. 2 Ostinato.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Tavares heaven must be missing an angel.mp3,Tavares heaven must be missing an angel.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: single_artist_reasonable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tha Dogg Pound - ＂What Would You Do＂.mp3,Tha Dogg Pound - ＂What Would You Do＂.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\tha Dogg Pound Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,tha Dogg Pound Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\The Byrds- I Wasn't Born To Follow.mp3,The Byrds- I Wasn't Born To Follow.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Hypnotize (Official Music Video) [4K].mp3,The Notorious B.I.G. - Hypnotize (Official Music Video) [4K].mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: The Notorious B.I.G. - Hypnotize (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Juicy (Official Video) [4K].mp3,The Notorious B.I.G. - Juicy (Official Video) [4K].mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: The Notorious B.I.G. - Juicy (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Warning (Official Music Video).mp3,The Notorious B.I.G. - Warning (Official Music Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: The Notorious B.I.G. - Warning (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Pharcyde ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,The Pharcyde ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Roots- No Alibi.mp3,The Roots- No Alibi.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Tim McGraw- Where The Green Grass Grows.mp3,Tim McGraw- Where The Green Grass Grows.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith Old toy trains.mp3,Toby Keith Old toy trains.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith That Dont Make Me A Bad Guy lyric video.mp3,Toby Keith That Dont Make Me A Bad Guy lyric video.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith You Aint Much Fun.mp3,Toby Keith You Aint Much Fun.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith- Aint Breakin Nothin.mp3,Toby Keith- Aint Breakin Nothin.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Twista ‎- Overnight Celebrity.mp3,Twista ‎- Overnight Celebrity.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Van Halen- Runnin' with the devil.mp3,Van Halen- Runnin' with the devil.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3","Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS & WARKINGS - Pirates & Kings (Official Video) ｜ Napalm Records.mp3,VISIONS OF ATLANTIS & WARKINGS - Pirates & Kings (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Visions of Atlantis & Warkings - Pirates & Kings Napalm Records (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Genghis Khan (feat. Orden Ogan) (Official Video) ｜ Napalm Records.mp3,WARKINGS - Genghis Khan (feat. Orden Ogan) (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Warkings - Genghis Khan (Feat. Orden Ogan) Napalm Records (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WIND ROSE - To Be a Dwarf (Official Video) ｜ Napalm Records.mp3,WIND ROSE - To Be a Dwarf (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Wind Rose - To Be a Dwarf Napalm Records (Alt 1).mp3
"C:\Users\suppo\Downloads\New Music\Top1000_Country\With you, Without you by Brad Paisley.wmv.mp3","With you, Without you by Brad Paisley.wmv.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - C.R.E.A.M. (Official HD Video).mp3,Wu-Tang Clan - C.R.E.A.M. (Official HD Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Wu-tang Clan - C.r.e.a.m. (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - Triumph (Official HD Video) ft. Cappadonna.mp3,Wu-Tang Clan - Triumph (Official HD Video) ft. Cappadonna.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Wu-tang Clan - Triumph ft. Cappadonna (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Young Hearts Run Free by Candi Staton.mp3,Young Hearts Run Free by Candi Staton.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band Cold Hearted lyrics.mp3,Zac Brown Band Cold Hearted lyrics.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band ~ Free Extended Version.mp3,Zac Brown Band ~ Free Extended Version.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
