library_path,title,artist,genre,subgenre,label_role,confidence,notes
C:\Users\suppo\Music\Chris Young - If That Ain't God.mp3,Chris Young - If That Ain't God,Chris Young,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Chris Young - Raised on Country.mp3,Chris Young - Raised on Country,Chris Young,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Chris Young - Tomorrow.mp3,Chris Young - Tomorrow,Chris Young,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Chris Young - Voices.mp3,Chris Young - Voices,Chris Young,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Chris Young - Who I Am with You.mp3,Chris Young - Who I Am with You,Chris Young,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Clay Walker - Countrified.mp3,Clay Walker - Countrified,Clay Walker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Clay Walker - Fore She Was Mama.mp3,Clay Walker - Fore She Was Mama,Clay Walker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Clay Walker - If I Could Make a Living.mp3,Clay Walker - If I Could Make a Living,Clay Walker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Clay Walker - Long the Cowboy.mp3,Clay Walker - Long the Cowboy,Clay Walker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Clay Walker - Need a Bar Sometimes.mp3,Clay Walker - Need a Bar Sometimes,Clay Walker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Clay Walker - Rock the Radio.mp3,Clay Walker - Rock the Radio,Clay Walker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Clay Walker - She Wont Be Lonely Long.mp3,Clay Walker - She Wont Be Lonely Long,Clay Walker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Clay Walker - Then What.mp3,Clay Walker - Then What,Clay Walker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Clay Walker - What's It To You.mp3,Clay Walker - What's It To You,Clay Walker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Climax Blues Band - I Love You.mp3,Climax Blues Band - I Love You,Climax Blues Band,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Clint Black - A Good Run Of Bad Luck.mp3,Clint Black - A Good Run Of Bad Luck,Clint Black,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Cody Jinks - Loud and Heavy.mp3,Cody Jinks - Loud and Heavy,Cody Jinks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Collin Raye - Little Red Rodeo.mp3,Collin Raye - Little Red Rodeo,Collin Raye,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Confederate Railroad - Daddy Never Was The Cadillac Kind.mp3,Confederate Railroad - Daddy Never Was The Cadillac Kind,Confederate Railroad,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Confederate Railroad - She Took It Like A Man.mp3,Confederate Railroad - She Took It Like A Man,Confederate Railroad,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Confederate Railroad - Trashy Women.mp3,Confederate Railroad - Trashy Women,Confederate Railroad,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Coolio - Fantastic Voyage.mp3,Coolio - Fantastic Voyage,Coolio,Hip-Hop,,primary,0.85,id3_tag:Rap
C:\Users\suppo\Music\Craig Morgan - Almost Home.mp3,Craig Morgan - Almost Home,Craig Morgan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Craig Morgan - Bonfire.mp3,Craig Morgan - Bonfire,Craig Morgan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Craig Morgan - International Harvester.mp3,Craig Morgan - International Harvester,Craig Morgan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Craig Morgan - Little Bit of Life.mp3,Craig Morgan - Little Bit of Life,Craig Morgan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Craig Morgan - More Trucks Than Cars.mp3,Craig Morgan - More Trucks Than Cars,Craig Morgan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Craig Morgan - Paradise.mp3,Craig Morgan - Paradise,Craig Morgan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Craig Morgan - Redneck Yacht Club.mp3,Craig Morgan - Redneck Yacht Club,Craig Morgan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Craig Morgan - This Ain't Nothin'.mp3,Craig Morgan - This Ain't Nothin',Craig Morgan,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Crazy Lixx - Hunter of the Heart.mp3,Crazy Lixx - Hunter of the Heart,Crazy Lixx,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Crazy Lixx - Killer.mp3,Crazy Lixx - Killer,Crazy Lixx,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Crazy Lixx - Silent Thunder.mp3,Crazy Lixx - Silent Thunder,Crazy Lixx,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Creed - One Last Breath.mp3,Creed - One Last Breath,Creed,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Creed - With Arms Wide Open.mp3,Creed - With Arms Wide Open,Creed,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Creed Fisher - Blue Collar Town.mp3,Creed Fisher - Blue Collar Town,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - Daddy's Been Gone Too Long.mp3,Creed Fisher - Daddy's Been Gone Too Long,Creed Fisher,Country,,primary,0.85,id3_tag:Country
"C:\Users\suppo\Music\Creed Fisher - Drink, Smoke, Cuss & Fight.mp3","Creed Fisher - Drink, Smoke, Cuss & Fight",Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - I'll Have a Few More.mp3,Creed Fisher - I'll Have a Few More,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - I'm Growing Older But I'm Not Growing Up.mp3,Creed Fisher - I'm Growing Older But I'm Not Growing Up,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - If You Have a Right to Burn My Flag.mp3,Creed Fisher - If You Have a Right to Burn My Flag,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - If You Wanna Have a Good Time.mp3,Creed Fisher - If You Wanna Have a Good Time,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - It Damn Sure Ain't Merle.mp3,Creed Fisher - It Damn Sure Ain't Merle,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - Life Of A Workin' Man.mp3,Creed Fisher - Life Of A Workin' Man,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - Old School.mp3,Creed Fisher - Old School,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - The Way That I Am.mp3,Creed Fisher - The Way That I Am,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - This Place Called USA.mp3,Creed Fisher - This Place Called USA,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - This Side of Town.mp3,Creed Fisher - This Side of Town,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - Try to Burn This One.mp3,Creed Fisher - Try to Burn This One,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Creed Fisher - You Got an App for That.mp3,Creed Fisher - You Got an App for That,Creed Fisher,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Darius Rucker - Don't Think I Don't Think About It.mp3,Darius Rucker - Don't Think I Don't Think About It,Darius Rucker,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Darryl Worley - Have You Forgotten.mp3,Darryl Worley - Have You Forgotten,Darryl Worley,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Daryle Singletary - Too Much Fun.mp3,Daryle Singletary - Too Much Fun,Daryle Singletary,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Daughtry - Crawling Back To You.mp3,Daughtry - Crawling Back To You,Daughtry,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Daughtry - No Surprise.mp3,Daughtry - No Surprise,Daughtry,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Daughtry - Outta My Head.mp3,Daughtry - Outta My Head,Daughtry,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Dave Bray - Survivor.mp3,Dave Bray - Survivor,Dave Bray USA,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Dave Bray - Warrior Inside.mp3,Dave Bray - Warrior Inside,Dave Bray USA,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\David Allan Coe - If That Ain't Country.mp3,David Allan Coe - If That Ain't Country,David Allan Coe,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\David Allen Coe - You Never Even Called Me by My Name.mp3,David Allen Coe - You Never Even Called Me by My Name,David Allan Coe,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\David Lee Murphy - Dust On The Bottle.mp3,David Lee Murphy - Dust On The Bottle,David Lee Murphy,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Dax - Propaganda Feat. Tom MacDonald.mp3,Dax - Propaganda Feat. Tom MacDonald,Dax & Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Hip-Hop
C:\Users\suppo\Music\Deep Purple - Knocking At Your Back Door.mp3,Deep Purple - Knocking At Your Back Door,Deep Purple,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Def Leppard - Animal.mp3,Def Leppard - Animal,Def Leppard,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Def Leppard - Armageddon It.mp3,Def Leppard - Armageddon It,Def Leppard,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Def Leppard - Dangerous.mp3,Def Leppard - Dangerous,Def Leppard,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Def Leppard - Foolin.mp3,Def Leppard - Foolin,Def Leppard,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Def Leppard - Love Bites.mp3,Def Leppard - Love Bites,Def Leppard,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Def Leppard - Nine Lives.mp3,Def Leppard - Nine Lives,Def Leppard,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Def Leppard - Personal Jesus.mp3,Def Leppard - Personal Jesus,Def Leppard,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Def Leppard - Pour Some Sugar On Me.mp3,Def Leppard - Pour Some Sugar On Me,Def Leppard,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Def Leppard - Rock Of Ages .mp3,Def Leppard - Rock Of Ages ,Def Leppard,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Def Leppard - Too Late For Love.mp3,Def Leppard - Too Late For Love,Def Leppard,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Demun Jones & Upchurch  - Off Road.mp3,Demun Jones & Upchurch  - Off Road,Demun Jones & Upchurch,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Demun Jones - Backyard Lullaby.mp3,Demun Jones - Backyard Lullaby,Demun Jones,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Demun Jones - Country First.mp3,Demun Jones - Country First,Jawga Boyz,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Demun Jones - Feeling Good.mp3,Demun Jones - Feeling Good,Demun Jones,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Demun Jones - Jessica.mp3,Demun Jones - Jessica,Demun Jones,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Demun Jones - My Town.mp3,Demun Jones - My Town,Demun Jones,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Demun Jones - RedWhiteBlue.mp3,Demun Jones - RedWhiteBlue,Demun Jones,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Demun Jones - Tannerite.mp3,Demun Jones - Tannerite,Demun Jones,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Demun Jones - The Leaves.mp3,Demun Jones - The Leaves,Demun Jones & Long Cut,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Demun Jones - Truck Music.mp3,Demun Jones - Truck Music,Demun Jones,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Demun Jones - We Them Boys.mp3,Demun Jones - We Them Boys,Demun Jones,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Depeche Mode - People Are People.mp3,Depeche Mode - People Are People,Depeche Mode,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Depeche Mode - Personal Jesus.mp3,Depeche Mode - Personal Jesus,Depeche Mode,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Dillon Carmichael - Pickin Up Girls.mp3,Dillon Carmichael - Pickin Up Girls,Dillon Carmichael,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Dire Straits - Money for Nothing.mp3,Dire Straits - Money for Nothing,Dire Straits,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Dire Straits - Walk of Life.mp3,Dire Straits - Walk of Life,Dire Straits,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Dirty Pictures - Buddy Brown.mp3,Dirty Pictures - Buddy Brown,Buddy Brown,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Disturbed - Down With the Sickness.mp3,Disturbed - Down With the Sickness,Disturbed,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Disturbed - Feeding the Fire.mp3,Disturbed - Feeding the Fire,Disturbed,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Disturbed - Hey You.mp3,Disturbed - Hey You,Disturbed,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Disturbed - Stricken.mp3,Disturbed - Stricken,Disturbed,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Disturbed - The Light.mp3,Disturbed - The Light,Disturbed,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Disturbed - The Sound Of Silence.mp3,Disturbed - The Sound Of Silence,Disturbed,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Disturbed - The Vengeful One.mp3,Disturbed - The Vengeful One,Disturbed,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Don Henley - Dirty Laundry.mp3,Don Henley - Dirty Laundry,Don Henley,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Donice Morace - Boots On.mp3,Donice Morace - Boots On,Donice Morace,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Donice Morace - Good Hurt Comin' on.mp3,Donice Morace - Good Hurt Comin' on,Donice Morace,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Donice Morace - Wait 'til We Get Home.mp3,Donice Morace - Wait 'til We Get Home,Donice Morace,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Donice Morris - Wore It Out.mp3,Donice Morris - Wore It Out,Donice Morace,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Doug Supernaw - I Don't Call Him Daddy.mp3,Doug Supernaw - I Don't Call Him Daddy,Doug Supernaw,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\DurtE - How Dirtbagz Roll.mp3,DurtE - How Dirtbagz Roll,Durte,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Dwight Yoakam - Suspicious Minds.mp3,Dwight Yoakam - Suspicious Minds,Dwight Yoakam,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Eddy Grant - Electric Avenue.mp3,Eddy Grant - Electric Avenue,Eddy Grant,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Edwin McCain - I'll be.mp3,Edwin McCain - I'll be,Edwin McCain,Rock,Alternative,primary,0.85,id3_tag:Alternative Rock
C:\Users\suppo\Music\Electric Light Orchestra -  Evil Woman.mp3,Electric Light Orchestra -  Evil Woman,Electric Light Orchestra,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Electric Light Orchestra - Don't Bring Me Down.mp3,Electric Light Orchestra - Don't Bring Me Down,Electric Light Orchestra,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Elton John - Levon.mp3,Elton John - Levon,Elton John,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Elton John - Rocket Man.mp3,Elton John - Rocket Man,Elton John,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Emilio - Even if I Tried.mp3,Emilio - Even if I Tried,Emilio,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Eminem - Without Me.mp3,Eminem - Without Me,Eminem,Hip-Hop,,primary,0.85,id3_tag:Rap
C:\Users\suppo\Music\End Of The World - Tom MacDonald.mp3,End Of The World - Tom MacDonald,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Eric Clapton - No Alibis.mp3,Eric Clapton - No Alibis,Eric Clapton,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Eric Clapton - Pretending.mp3,Eric Clapton - Pretending,Eric Clapton,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Europe - The Final Countdown.mp3,Europe - The Final Countdown,Europe,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Faith No More - Epic.mp3,Faith No More - Epic,Faith No More,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Falco - Rock Me Amadeus.mp3,Falco - Rock Me Amadeus,Falco,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Five Finger Death Punch - Blue On Black.mp3,Five Finger Death Punch - Blue On Black,Five Finger Death Punch,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Five Finger Death Punch - Darkness Settles In.mp3,Five Finger Death Punch - Darkness Settles In,Five Finger Death Punch,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Five Finger Death Punch - Gone Away.mp3,Five Finger Death Punch - Gone Away,Five Finger Death Punch,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Five Finger Death Punch - Hell To Pay.mp3,Five Finger Death Punch - Hell To Pay,Five Finger Death Punch,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Five Finger Death Punch - I Apologize.mp3,Five Finger Death Punch - I Apologize,Five Finger Death Punch,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Five Finger Death Punch - Lift Me Up.mp3,Five Finger Death Punch - Lift Me Up,Five Finger Death Punch,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Five Finger Death Punch - Living The Dream.mp3,Five Finger Death Punch - Living The Dream,Five Finger Death Punch,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Five Finger Death Punch - The Tragic Truth.mp3,Five Finger Death Punch - The Tragic Truth,Five Finger Death Punch,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Five Finger Death Punch - To Be Alone.mp3,Five Finger Death Punch - To Be Alone,Five Finger Death Punch,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Five Finger Death Punch - Trouble.mp3,Five Finger Death Punch - Trouble,Five Finger Death Punch,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Five Finger Death Punch - Wash It All Away.mp3,Five Finger Death Punch - Wash It All Away,Five Finger Death Punch,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Five Finger Death Punch - When the Seasons Change.mp3,Five Finger Death Punch - When the Seasons Change,Five Finger Death Punch,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Five Finger Death Punch - Wrong Side Of Heaven.mp3,Five Finger Death Punch - Wrong Side Of Heaven,Five Finger Death Punch,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Fleetwood Mac - The Chain .mp3,Fleetwood Mac - The Chain ,Fleetwood Mac,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Florida Georgia Line - Stay.mp3,Florida Georgia Line - Stay,Florida Georgia Line,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Foo Fighters - Best Of You.mp3,Foo Fighters - Best Of You,Foo Fighters,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Foo Fighters - Learn To Fly.mp3,Foo Fighters - Learn To Fly,Foo Fighters,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Foo Fighters - My Hero.mp3,Foo Fighters - My Hero,Foo Fighters,Rock,Alternative,primary,0.85,id3_tag:Alternative
C:\Users\suppo\Music\Foreigner - Cold As Ice.mp3,Foreigner - Cold As Ice,Foreigner,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Foreigner - Double Vision.mp3,Foreigner - Double Vision,Foreigner,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Foreigner - Head Games.mp3,Foreigner - Head Games,Foreigner,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Foreigner - Jukebox Hero.mp3,Foreigner - Jukebox Hero,Foreigner,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Foreigner - That Was Yesterday.mp3,Foreigner - That Was Yesterday,Foreigner,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Foreigner - Urgent.mp3,Foreigner - Urgent,Foreigner,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Fozzy - Painless.mp3,Fozzy - Painless,Fozzy,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Frank Foster - Have A Few More.mp3,Frank Foster - Have A Few More,Frank Foster,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Frank Foster - Til Im Gone.mp3,Frank Foster - Til Im Gone,Frank Foster,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Ain't Going Down.mp3,Garth Brooks - Ain't Going Down,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - American Honky-Tonk Bar Association.mp3,Garth Brooks - American Honky-Tonk Bar Association,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Beer Run.mp3,Garth Brooks - Beer Run,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Callin' Baton Rouge.mp3,Garth Brooks - Callin' Baton Rouge,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Friends in Low Places.mp3,Garth Brooks - Friends in Low Places,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - If Tomorrow Never Comes.mp3,Garth Brooks - If Tomorrow Never Comes,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Longneck Bottle.mp3,Garth Brooks - Longneck Bottle,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Papa Loved Mama.mp3,Garth Brooks - Papa Loved Mama,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Rodeo.mp3,Garth Brooks - Rodeo,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Shameless.mp3,Garth Brooks - Shameless,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Standing Outside The Fire.mp3,Garth Brooks - Standing Outside The Fire,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - That Summer.mp3,Garth Brooks - That Summer,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - The Beaches of Cheyenne.mp3,Garth Brooks - The Beaches of Cheyenne,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - The Dance.mp3,Garth Brooks - The Dance,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - The River.mp3,Garth Brooks - The River,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - The Thunder Rolls.mp3,Garth Brooks - The Thunder Rolls,Garth Brooks,Country,,primary,0.85,id3_tag:Country
"C:\Users\suppo\Music\Garth Brooks - Two of a Kind, Workin' on a Full House.mp3","Garth Brooks - Two of a Kind, Workin' on a Full House",Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Two Piña Coladas.mp3,Garth Brooks - Two Piña Coladas,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - Unanswered Prayers.mp3,Garth Brooks - Unanswered Prayers,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - We Shall Be Free.mp3,Garth Brooks - We Shall Be Free,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Garth Brooks - What She's Doing Now.mp3,Garth Brooks - What She's Doing Now,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Gary Numan - Cars.mp3,Gary Numan - Cars,Gary Numan,Rock,Alternative,primary,0.85,id3_tag:New Wave
C:\Users\suppo\Music\Geogre Strait  - Blue Clear Sky.mp3,Geogre Strait  - Blue Clear Sky,George Strait,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Geogre Strait - Carrying Your Love With Me.mp3,Geogre Strait - Carrying Your Love With Me,George Strait,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\George Strait - Adalida.mp3,George Strait - Adalida,George Strait,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\George Strait - Heartland.mp3,George Strait - Heartland,George Strait,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\George Strait - Lovebug.mp3,George Strait - Lovebug,George Strait,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\George Strait - Ocean Front Property.mp3,George Strait - Ocean Front Property,George Strait,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\George Strait - The Fireman  .mp3,George Strait - The Fireman  ,George Strait,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Giant - Never Die Young.mp3,Giant - Never Die Young,Giant,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Girish And The Chronicles - Bad Shepard.mp3,Girish And The Chronicles - Bad Shepard,Girish And The Chronicles,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
