original_path,proposed_name,existing_ready_path,conflict_type,recommended_action,notes
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Junior Wells Hoodoman Blues.mp3,Junior Wells - Hoodoman Blues.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Just to See You Smile Lyrics By Tim McGraw.mp3,Tim McGraw - Just to See You Smile Lyrics.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits (Official Lyric Video).mp3,Kacey Musgraves - Biscuits (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Eventide (Official Video) ｜ Napalm Records.mp3,Kamelot - Eventide ｜ Napalm Records (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000\Katy Perry Last Friday Night Lyrics.mp3,Katy Perry - Last Friday Night Lyrics.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney The Life.mp3,Kenny Chesney - The Life.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney ~ A Lot Of Things Different.mp3,Kenny Chesney - ~ A Lot Of Things Different.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Better As A Memory.mp3,Kenny Chesney - Better As A Memory.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Nowhere To Go, Nowere To Be.mp3","Kenny Chesney - Nowhere To Go, Nowere To Be.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3","Anna Netrebko. Russian subtitles - La Traviata ＂Addio, del passato＂.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Little Willie John -You Hurt Me.mp3,Little Willie John - -You Hurt Me.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Love Her Like Shes Leaving by Brad Paisley.mp3,Brad Paisley - Love Her Like Shes Leaving.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Makin Plans by Miranda Lambert.mp3,Miranda Lambert - Makin Plans.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000\Martin Garrix - Animals (Official Video).mp3,Martin Garrix - Animals (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Martin- Zac Brown Band Lyrics!.mp3,Martin - Zac Brown Band Lyrics!.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.mp3,Marvin Gaye ❤️ Let’s Get it On - Greatest Hits Full Album Top 100 Motown Soul Classics.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MASTER P SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,MASTER P - SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Another Heartache.mp3,Miranda Lambert - Another Heartache.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Mama Im Alright.mp3,Miranda Lambert - Mama Im Alright.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Missing Me Some You by Toby Keith.mp3,Toby Keith - Missing Me Some You.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II (Official HD Video).mp3","Mobb Deep - Shook Ones, Pt. II (Music Video).mp3",,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest (Official HD Video).mp3,Mobb Deep - Survival of the Fittest (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Mozart, Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3","Mozart - Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\muddy waters all aboard.mp3,muddy waters - all aboard.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Muddy Waters ~ My Home Is In The Delta.mp3,Muddy Waters - ~ My Home Is In The Delta.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now (Official HD Video) ft. Puff Daddy.mp3,Nas - Hate Me Now ft. Puff Daddy (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Nas Is Like (Official Video).mp3,Nas - Nas is Like (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty by Nature - Hip Hop Hooray (Official Music Video).mp3,Naughty by Nature - Hip Hop Hooray (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty By Nature - O.P.P. (Official Music Video) [HD].mp3,Naughty by Nature - O.p.p. (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
"C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Neil Young- My My, Hey Hey (Out Of The Blue).mp3","Neil Young - My My, Hey Hey (Out Of The Blue).mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Nights I Cant Remember, Friends Ill Never Forget by Toby Keith.mp3","Toby Keith - Nights I Cant Remember, Friends Ill Never Forget.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Nirvana - Smells Like Teen Spirit (Official Music Video).mp3,Nirvana - Smells Like Teen Spirit (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.mp3,Powerwolf - Beast of Gévaudan Napalm Records.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Public Enemy- WELCOME TO THE TERRORDOME.mp3,Public Enemy - WELCOME TO THE TERRORDOME.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_PRIMARY, conf=1.0"
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna.mp3","Raekwon - Ice Cream ft. Ghostface Killah, Method Man, Cappadonna (Music Video).mp3",,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\RAINBOW   Kill The King HQ   Original Studio version.mp3,RAINBOW - Kill The King HQ   Original Studio version.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Schoolly D- PSK, What Does It Mean？.mp3","Schoolly D - PSK, What Does It Mean？.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Scotty McCreery- I Cross My Heart Lyrics.mp3,Scotty McCreery - I Cross My Heart Lyrics.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.mp3,Serenity - The End of Babylon Napalm Records.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer ~ Angel of Death (Lyrics).mp3,Slayer - ~ Angel of Death (Lyrics).mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Slick Rick -la di da di lyrics.mp3,Slick Rick - -la di da di lyrics.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\sonny boy williamson help me.mp3,Sonny Boy - Williamson Help Me.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Classical\St. Pauls Suite By Gustav Holst No. 2 Ostinato.mp3,Gustav Holst No. 2 Ostinato - St. Pauls Suite.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Tavares heaven must be missing an angel.mp3,Tavares - heaven must be missing an angel.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tha Dogg Pound - ＂What Would You Do＂.mp3,Tha Dogg Pound - ＂What Would You Do＂.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\tha Dogg Pound Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,tha Dogg Pound - Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\The Byrds- I Wasn't Born To Follow.mp3,The Byrds - I Wasn't Born To Follow.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Hypnotize (Official Music Video) [4K].mp3,The Notorious B.I.G. - Hypnotize (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Juicy (Official Video) [4K].mp3,The Notorious B.I.G. - Juicy (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Warning (Official Music Video).mp3,The Notorious B.I.G. - Warning (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Pharcyde ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,The Pharcyde - ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Roots- No Alibi.mp3,The Roots - No Alibi.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Tim McGraw- Where The Green Grass Grows.mp3,Tim McGraw - Where The Green Grass Grows.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith Old toy trains.mp3,Toby Keith - Old toy trains.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith That Dont Make Me A Bad Guy lyric video.mp3,Toby Keith - That Dont Make Me A Bad Guy lyric video.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith You Aint Much Fun.mp3,Toby Keith - You Aint Much Fun.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith- Aint Breakin Nothin.mp3,Toby Keith - Aint Breakin Nothin.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Twista ‎- Overnight Celebrity.mp3,Twista ‎ - Overnight Celebrity.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Van Halen- Runnin' with the devil.mp3,Van Halen - Runnin' with the devil.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3","Frank Sinatra, Nat King Cole & Louis Armstrong - Vintage Jazz 1950s 🎷 Golden Classics.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS & WARKINGS - Pirates & Kings (Official Video) ｜ Napalm Records.mp3,Visions of Atlantis & Warkings - Pirates & Kings Napalm Records.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Genghis Khan (feat. Orden Ogan) (Official Video) ｜ Napalm Records.mp3,Warkings - Genghis Khan (Feat. Orden Ogan) Napalm Records.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WIND ROSE - To Be a Dwarf (Official Video) ｜ Napalm Records.mp3,Wind Rose - To Be a Dwarf Napalm Records.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
"C:\Users\suppo\Downloads\New Music\Top1000_Country\With you, Without you by Brad Paisley.wmv.mp3","Brad Paisley.wmv - With you, Without you.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - C.R.E.A.M. (Official HD Video).mp3,Wu-tang Clan - C.r.e.a.m. (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - Triumph (Official HD Video) ft. Cappadonna.mp3,Wu-tang Clan - Triumph ft. Cappadonna (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Young Hearts Run Free by Candi Staton.mp3,Candi Staton - Young Hearts Run Free.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band Cold Hearted lyrics.mp3,Zac Brown Band - Cold Hearted lyrics.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band ~ Free Extended Version.mp3,Zac Brown Band - ~ Free Extended Version.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
